-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    Observed    |           Rel. |    Aki     | Acc. |      Ei           Ek      |        Lower level         |        Upper level         |  gi   gk  |   Type|    TP  |         Line  |
   Wavelength   |           Int. |   (s^-1)   |      |    (cm-1)       (cm-1)    |----------------------------|----------------------------|           |       |   Ref. |         Ref.  |
    Air (nm)    |                |            |      |                           | Conf.         | Term | J   | Conf.         | Term | J   |           |       |        |               |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Wavelength    |  Rel           |    Aki     | Acc  |              Ei - Ek      | L Conf        |L Term| L J | U Conf        |U Term| U J |   gi - gk |Type   |  TP    |   Line        |
       328.0556 |            180 |            |      |   83161.80  -   113635.56 | 3d5.(4F).4s   | 5F   | 4   | 3d5.(4G).4p   | 5G*  | 4   |   9 - 9   |       |        |        L1171  |
       328.3296 |             43 |            |      |   87902.06  -   118350.42 | 3d5.(a 2F).4s | 1F   | 3   | 3d5.(4G).4p   | 3F*  | 4   |   7 - 9   |       |        |        L1171  |
       328.3785 |             25 |            |      |   83161.80  -   113605.74 | 3d5.(4F).4s   | 5F   | 4   | 3d5.(4G).4p   | 5G*  | 3   |   9 - 7   |       |        |        L1171  |
       328.4290 |             20 |            |      |   84672.08  -   115111.37 | 3d5.(a 2F).4s | 3F   | 3   | 3d5.(4G).4p   | 5H*  | 4   |   7 - 9   |       |        |        L1171  |
       328.8808 |           1200 | 1.7e+06    | D    |   83238.19  -   113635.56 | 3d5.(4F).4s   | 5F   | 3   | 3d5.(4G).4p   | 5G*  | 4   |   7 - 9   |       |  T6105 |        L1171  |
       329.204  |    240bl(Fe I) |            |      |   83238.19  -   113605.74 | 3d5.(4F).4s   | 5F   | 3   | 3d5.(4G).4p   | 5G*  | 3   |   7 - 7   |       |        |        L1171  |
       329.4370 |             19 |            |      |   83238.19  -   113584.31 | 3d5.(4F).4s   | 5F   | 3   | 3d5.(4G).4p   | 5G*  | 2   |   7 - 5   |       |        |        L1171  |
       329.4524 |             80 |            |      |   87902.06  -   118246.74 | 3d5.(a 2F).4s | 1F   | 3   | 3d5.(4P).4p   | 5P*  | 3   |   7 - 7   |       |        |        L1171  |
       329.4805 |             34 |            |      |   90484.18  -   120826.34 | 3d5.(4F).4s   | 3F   | 3   | 3d5.(4D).4p   | 5F*  | 2   |   7 - 5   |       |        |        L1171  |
       329.4960 |             26 |            |      |  105895.34  -   136236.06 | 3d5.(b 2D).4s | 3D   | 1   | 3d5.(a 2F).4p | 3D*  | 1   |   3 - 3   |       |        |        L1171  |
       330.0196 |             99 |            |      |  121241.90  -   151534.30 | 3d5.(4D).4p   | 5F*  | 4   | 3d5.(6S).4d   | 5D   | 3   |   9 - 7   |       |        |        L1171  |
       330.2567 |             41 |            |      |  105929.25  -   136200.07 | 3d5.(b 2D).4s | 3D   | 3   | 3d5.(a 2D).4p | 1F*  | 3   |   7 - 7   |       |        |        L1171  |
       330.3597 |             50 |            |      |   87902.06  -   118163.70 | 3d5.(a 2F).4s | 1F   | 3   | 3d5.(4G).4p   | 3F*  | 2   |   7 - 5   |       |        |        L1171  |
       330.4302 |            290 | 2.0e+06    | D    |   98662.78  -   128917.66 | 3d5.(2S).4s   | 3S   | 1   | 3d5.(4D).4p   | 3P*  | 2   |   3 - 5   |       |  T6105 |        L1171  |
       330.5220 |            640 | 1.4e+06    | D    |   83359.20  -   113605.74 | 3d5.(4F).4s   | 5F   | 2   | 3d5.(4G).4p   | 5G*  | 3   |   5 - 7   |       |  T6105 |        L1171  |
       330.6991 |            110 | 8.e+05     | D    |  114340.26  -   144570.55 | 3d5.(b 2G).4s | 3G   | 4   | 3d5.(b 2F).4p | 3F*  | 3   |   9 - 7   |       |  T6105 |        L1171  |
       330.7547 |            120 |            |      |   83359.20  -   113584.31 | 3d5.(4F).4s   | 5F   | 2   | 3d5.(4G).4p   | 5G*  | 2   |   5 - 5   |       |        |        L1171  |
       330.7824 |             25 |            |      |  105895.34  -   136117.95 | 3d5.(b 2D).4s | 3D   | 1   | 3d5.(4F).4p   | 5F*  | 2   |   3 - 5   |       |        |        L1171  |
       330.9020 |             25 |            |      |  105906.27  -   136117.95 | 3d5.(b 2D).4s | 3D   | 2   | 3d5.(4F).4p   | 5F*  | 2   |   5 - 5   |       |        |        L1171  |
       331.1016 |             27 |            |      |  109570.98  -   139764.50 | 3d5.(b 2D).4s | 1D   | 2   | 3d5.(a 2F).4p | 1D*  | 2   |   5 - 5   |       |        |        L1171  |
       331.1536 |             25 |            |      |  105929.25  -   136117.95 | 3d5.(b 2D).4s | 3D   | 3   | 3d5.(4F).4p   | 5F*  | 2   |   7 - 5   |       |        |        L1171  |
       331.5846 |             72 |            |      |  114352.21  -   144501.78 | 3d5.(b 2G).4s | 3G   | 3   | 3d5.(b 2F).4p | 3F*  | 2   |   7 - 5   |       |        |        L1171  |
       332.0276 |             42 |            |      |  109570.98  -   139680.37 | 3d5.(b 2D).4s | 1D   | 2   | 3d5.(4F).4p   | 3G*  | 3   |   5 - 7   |       |        |        L1171  |
       332.4732 |             79 |            |      |  121469.06  -   151537.99 | 3d5.(4D).4p   | 5F*  | 5   | 3d5.(6S).4d   | 5D   | 4   |  11 - 9   |       |        |        L1171  |
       332.5538 |             24 |            |      |  105929.25  -   135990.84 | 3d5.(b 2D).4s | 3D   | 3   | 3d5.(4F).4p   | 5F*  | 4   |   7 - 9   |       |        |        L1171  |
       332.9899 |            280 | 3.9e+05    | D    |   88664.08  -   118686.41 | 3d5.(2H).4s   | 3H   | 4   | 3d5.(4G).4p   | 3H*  | 4   |   9 - 9   |       |  T6105 |        L1171  |
       333.162  |    140bl(Fe I) |            |      |  114325.49  -   144332.23 | 3d5.(b 2G).4s | 3G   | 5   | 3d5.(b 2F).4p | 1G*  | 4   |  11 - 9   |       |        |        L1171  |
       333.332  |            46* |            |      |  114340.26  -   144332.23 | 3d5.(b 2G).4s | 3G   | 4   | 3d5.(b 2F).4p | 1G*  | 4   |   9 - 9   |       |        |        L1171  |
       333.332  |            46* |            |      |   88694.86  -   118686.41 | 3d5.(2H).4s   | 3H   | 5   | 3d5.(4G).4p   | 3H*  | 4   |  11 - 9   |       |        |        L1171  |
       333.8717 |           270s | 1.9e+06    | D    |   98662.78  -   128605.74 | 3d5.(2S).4s   | 3S   | 1   | 3d5.(4D).4p   | 3P*  | 1   |   3 - 3   |       |  T6105 |        L1171  |
       333.9386 |            630 |            |      |   83647.26  -   113584.31 | 3d5.(4F).4s   | 5F   | 1   | 3d5.(4G).4p   | 5G*  | 2   |   3 - 5   |       |        |        L1171  |
       334.4291 |            29l |            |      |   88664.08  -   118557.32 | 3d5.(2H).4s   | 3H   | 4   | 3d5.(4G).4p   | 3H*  | 5   |   9 - 11  |       |        |        L1171  |
       334.7734 |            340 | 3.6e+05    | D    |   88694.86  -   118557.32 | 3d5.(2H).4s   | 3H   | 5   | 3d5.(4G).4p   | 3H*  | 5   |  11 - 11  |       |  T6105 |        L1171  |
       335.4821 |             52 |            |      |  105906.27  -   135705.61 | 3d5.(b 2D).4s | 3D   | 2   | 3d5.(a 2F).4p | 3D*  | 3   |   5 - 7   |       |        |        L1171  |
       335.742  |           130* |            |      |  105929.25  -   135705.61 | 3d5.(b 2D).4s | 3D   | 3   | 3d5.(a 2F).4p | 3D*  | 3   |   7 - 7   |       |        |        L1171  |
       335.742  |           130* |            |      |  114340.26  -   144116.47 | 3d5.(b 2G).4s | 3G   | 4   | 3d5.(a 2G).4p | 3G*  | 3   |   9 - 7   |       |        |        L1171  |
       335.8777 |            160 | 7.e+05     | D    |  114352.21  -   144116.47 | 3d5.(b 2G).4s | 3G   | 3   | 3d5.(a 2G).4p | 3G*  | 3   |   7 - 7   |       |  T6105 |        L1171  |
       335.9194 |             88 |            |      |  114325.49  -   144085.98 | 3d5.(b 2G).4s | 3G   | 5   | 3d5.(a 2G).4p | 3G*  | 4   |  11 - 9   |       |        |        L1171  |
       336.0868 |            310 | 7.e+05     | D    |  114340.26  -   144085.98 | 3d5.(b 2G).4s | 3G   | 4   | 3d5.(a 2G).4p | 3G*  | 4   |   9 - 9   |       |  T6105 |        L1171  |
       336.2213 |             25 |            |      |  114352.21  -   144085.98 | 3d5.(b 2G).4s | 3G   | 3   | 3d5.(a 2G).4p | 3G*  | 4   |   7 - 9   |       |        |        L1171  |
       336.4996 |            170 |            |      |   98662.78  -   128371.99 | 3d5.(2S).4s   | 3S   | 1   | 3d5.(4D).4p   | 3P*  | 0   |   3 - 1   |       |        |        L1171  |
       336.7581 |             51 |            |      |   88664.08  -   118350.42 | 3d5.(2H).4s   | 3H   | 4   | 3d5.(4G).4p   | 3F*  | 4   |   9 - 9   |       |        |        L1171  |
       337.053  |   17hbl(Fe II) |            |      |   88694.86  -   118355.20 | 3d5.(2H).4s   | 3H   | 5   | 3d5.(4G).4p   | 3H*  | 6   |  11 - 13  |       |        |        L1171  |
       337.3534 |             42 |            |      |   88923.29  -   118557.32 | 3d5.(2H).4s   | 3H   | 6   | 3d5.(4G).4p   | 3H*  | 5   |  13 - 11  |       |        |        L1171  |
       338.2179 |            310 | 9.e+05     | D    |  114325.49  -   143883.76 | 3d5.(b 2G).4s | 3G   | 5   | 3d5.(a 2G).4p | 3G*  | 5   |  11 - 11  |       |  T6105 |        L1171  |
       338.6853 |             38 |            |      |   84159.77  -   113677.29 | 3d5.(a 2F).4s | 3F   | 4   | 3d5.(4G).4p   | 5G*  | 5   |   9 - 11  |       |        |        L1171  |
       339.1639 |             24 |            |      |   84159.77  -   113635.56 | 3d5.(a 2F).4s | 3F   | 4   | 3d5.(4G).4p   | 5G*  | 4   |   9 - 9   |       |        |        L1171  |
       339.6704 |            400 | 3.8e+05    | D    |   88923.29  -   118355.20 | 3d5.(2H).4s   | 3H   | 6   | 3d5.(4G).4p   | 3H*  | 6   |  13 - 13  |       |  T6105 |        L1171  |
       340.3528 |             52 |            |      |  105906.27  -   135278.97 | 3d5.(b 2D).4s | 3D   | 2   | 3d5.(a 2D).4p | 3D*  | 2   |   5 - 5   |       |        |        L1171  |
       340.6197 |             64 |            |      |  105929.25  -   135278.97 | 3d5.(b 2D).4s | 3D   | 3   | 3d5.(a 2D).4p | 3D*  | 2   |   7 - 5   |       |        |        L1171  |
       340.9452 |             20 |            |      |  105895.34  -   135217.18 | 3d5.(b 2D).4s | 3D   | 1   | 3d5.(a 2D).4p | 3D*  | 1   |   3 - 3   |       |        |        L1171  |
       341.072  |            77* |            |      |  105906.27  -   135217.18 | 3d5.(b 2D).4s | 3D   | 2   | 3d5.(a 2D).4p | 3D*  | 1   |   5 - 3   |       |        |        L1171  |
       341.072  |            77* |            |      |  105929.25  -   135239.84 | 3d5.(b 2D).4s | 3D   | 3   | 3d5.(4F).4p   | 5G*  | 4   |   7 - 9   |       |        |        L1171  |
       341.950  |            83* |            |      |   93392.55  -   122628.53 | 3d5.(b 2F).4s | 3F   | 3   | 3d5.(4D).4p   | 5D*  | 2   |   7 - 5   |       |        |        L1171  |
       341.950  |            83* |            |      |   84370.15  -   113605.74 | 3d5.(a 2F).4s | 3F   | 2   | 3d5.(4G).4p   | 5G*  | 3   |   5 - 7   |       |        |        L1171  |
       342.2000 |            48p |            |      |   84370.15  -   113584.31 | 3d5.(a 2F).4s | 3F   | 2   | 3d5.(4G).4p   | 5G*  | 2   |   5 - 5   |       |        |        L1171  |
       342.2085 |            39p |            |      |   90484.18  -   119697.69 | 3d5.(4F).4s   | 3F   | 3   | 3d5.(4P).4p   | 3P*  | 2   |   7 - 5   |       |        |        L1171  |
       342.4467 |             19 |            |      |  105895.34  -   135088.55 | 3d5.(b 2D).4s | 3D   | 1   | 3d5.(a 2D).4p | 3P*  | 0   |   3 - 1   |       |        |        L1171  |
       342.7455 |             31 |            |      |  105929.25  -   135097.01 | 3d5.(b 2D).4s | 3D   | 3   | 3d5.(4F).4p   | 5G*  | 3   |   7 - 7   |       |        |        L1171  |
       343.2997 |            100 |            |      |  109570.98  -   138691.80 | 3d5.(b 2D).4s | 1D   | 2   | 3d5.(a 2D).4p | 1P*  | 1   |   5 - 3   |       |        |        L1171  |
       344.1733 |             47 |            |      |  105929.25  -   134976.04 | 3d5.(b 2D).4s | 3D   | 3   | 3d5.(a 2D).4p | 3D*  | 3   |   7 - 7   |       |        |        L1171  |
       345.2749 |             24 |            |      |   93392.55  -   122346.75 | 3d5.(b 2F).4s | 3F   | 3   | 3d5.(4P).4p   | 3D*  | 3   |   7 - 7   |       |        |        L1171  |
       345.437  |           48wh |            |      |  117950.17  -   146891.13 | 3d5.(b 2G).4s | 1G   | 4   | 3d5.(b 2F).4p | 3G*  | 3   |   9 - 7   |       |        |        L1171  |
       345.5204 |             21 |            |      |   84672.08  -   113605.74 | 3d5.(a 2F).4s | 3F   | 3   | 3d5.(4G).4p   | 5G*  | 3   |   7 - 7   |       |        |        L1171  |
       345.8906 |             35 |            |      |   89783.78  -   118686.41 | 3d5.(a 2G).4s | 3G   | 4   | 3d5.(4G).4p   | 3H*  | 4   |   9 - 9   |       |        |        L1171  |
       348.2305 |             56 |            |      |  122829.68  -   151537.99 | 3d5.(4D).4p   | 5D*  | 3   | 3d5.(6S).4d   | 5D   | 4   |   7 - 9   |       |        |        L1171  |
       348.8913 |             95 |            |      |  105895.34  -   134549.41 | 3d5.(b 2D).4s | 3D   | 1   | 3d5.(a 2D).4p | 3P*  | 1   |   3 - 3   |       |        |        L1171  |
       348.9070 |            13w |            |      |   89697.74  -   118350.42 | 3d5.(a 2G).4s | 3G   | 3   | 3d5.(4G).4p   | 3F*  | 4   |   7 - 9   |       |        |        L1171  |
       348.9492 |             34 |            |      |   89908.09  -   118557.32 | 3d5.(a 2G).4s | 3G   | 5   | 3d5.(4G).4p   | 3H*  | 5   |  11 - 11  |       |        |        L1171  |
       349.118  |            85* |            |      |  122898.90  -   151535.03 | 3d5.(4P).4p   | 3D*  | 2   | 3d5.(6S).4d   | 5D   | 2   |   5 - 5   |       |        |        L1171  |
       349.118  |            85* |            |      |  122898.90  -   151534.30 | 3d5.(4P).4p   | 3D*  | 2   | 3d5.(6S).4d   | 5D   | 3   |   5 - 7   |       |        |        L1171  |
       349.3857 |            22l |            |      |  122921.66  -   151535.03 | 3d5.(4P).4p   | 3D*  | 1   | 3d5.(6S).4d   | 5D   | 2   |   3 - 5   |       |        |        L1171  |
       349.627  |   120bl(Fe II) |            |      |  122944.26  -   151537.99 | 3d5.(4D).4p   | 5D*  | 4   | 3d5.(6S).4d   | 5D   | 4   |   9 - 9   |       |        |        L1171  |
       349.6715 |             21 |            |      |  122944.26  -   151534.30 | 3d5.(4D).4p   | 5D*  | 4   | 3d5.(6S).4d   | 5D   | 3   |   9 - 7   |       |        |        L1171  |
       349.7598 |             30 |            |      |  114325.49  -   142908.29 | 3d5.(b 2G).4s | 3G   | 5   | 3d5.(a 2G).4p | 3H*  | 5   |  11 - 11  |       |        |        L1171  |
       349.9589 |            380 | 4.3e+05    | D    |   89783.78  -   118350.42 | 3d5.(a 2G).4s | 3G   | 4   | 3d5.(4G).4p   | 3F*  | 4   |   9 - 9   |       |  T6105 |        L1171  |
       350.0285 |            400 | 4.0e+05    | D    |   93388.77  -   121949.78 | 3d5.(b 2F).4s | 3F   | 4   | 3d5.(4G).4p   | 3G*  | 5   |   9 - 11  |       |  T6105 |        L1171  |
       350.1268 |             14 |            |      |   93388.77  -   121941.47 | 3d5.(b 2F).4s | 3F   | 4   | 3d5.(4G).4p   | 3G*  | 4   |   9 - 9   |       |        |        L1171  |
       350.176  |           470* |            |      |   89697.74  -   118246.74 | 3d5.(a 2G).4s | 3G   | 3   | 3d5.(4P).4p   | 5P*  | 3   |   7 - 7   |       |        |        L1171  |
       350.176  |           470* |            |      |   93392.55  -   121941.47 | 3d5.(b 2F).4s | 3F   | 3   | 3d5.(4G).4p   | 3G*  | 4   |   7 - 9   |       |        |        L1171  |
       350.4417 |             35 |            |      |   93392.55  -   121919.84 | 3d5.(b 2F).4s | 3F   | 3   | 3d5.(4G).4p   | 3G*  | 3   |   7 - 7   |       |        |        L1171  |
       350.5891 |             19 |            |      |  114340.26  -   142855.47 | 3d5.(b 2G).4s | 3G   | 4   | 3d5.(a 2G).4p | 3H*  | 4   |   9 - 9   |       |        |        L1171  |
       350.6936 |            220 |            |      |   93413.07  -   121919.84 | 3d5.(b 2F).4s | 3F   | 2   | 3d5.(4G).4p   | 3G*  | 3   |   5 - 7   |       |        |        L1171  |
       351.4286 |             13 |            |      |   89908.09  -   118355.20 | 3d5.(a 2G).4s | 3G   | 5   | 3d5.(4G).4p   | 3H*  | 6   |  11 - 13  |       |        |        L1171  |
       351.4881 |             33 |            |      |   89908.09  -   118350.42 | 3d5.(a 2G).4s | 3G   | 5   | 3d5.(4G).4p   | 3F*  | 4   |  11 - 9   |       |        |        L1171  |
       351.5536 |            150 | 4.0e+05    | D    |   93512.71  -   121949.78 | 3d5.(a 2G).4s | 1G   | 4   | 3d5.(4G).4p   | 3G*  | 5   |   9 - 11  |       |  T6105 |        L1171  |
       352.3830 |             16 |            |      |  105895.34  -   134265.49 | 3d5.(b 2D).4s | 3D   | 1   | 3d5.(a 2D).4p | 3P*  | 2   |   3 - 5   |       |        |        L1171  |
       352.5184 |             95 |            |      |  105906.27  -   134265.49 | 3d5.(b 2D).4s | 3D   | 2   | 3d5.(a 2D).4p | 3P*  | 2   |   5 - 5   |       |        |        L1171  |
       352.8044 |             40 |            |      |  105929.25  -   134265.49 | 3d5.(b 2D).4s | 3D   | 3   | 3d5.(a 2D).4p | 3P*  | 2   |   7 - 5   |       |        |        L1171  |
       354.456  |    25hbl(Fe I) |            |      |  138881.20  -   167085.60 | 3d5.(c 2D).4s | 3D   | 2   | 3d5.(b 2G).4p | 3G*  | 3   |   5 - 7   |       |        |        L1171  |
       355.9275 |             25 |            |      |  138914.55  -   167002.36 | 3d5.(c 2D).4s | 3D   | 1   | 3d5.(b 2G).4p | 3F*  | 2   |   3 - 5   |       |        |        L1171  |
       356.0107 |             19 |            |      |  123455.87  -   151536.85 | 3d5.(4D).4p   | 5D*  | 0   | 3d5.(6S).4d   | 5D   | 1   |   1 - 3   |       |        |        L1171  |
       356.2690 |             19 |            |      |  123697.15  -   151757.82 | 3d5.(4D).4p   | 5P*  | 2   | 3d5.(6S).5s   | 5S   | 2   |   5 - 5   |       |        |        L1171  |
       356.945  |             19 |            |      |  123750.63  -   151757.82 | 3d5.(4D).4p   | 5P*  | 3   | 3d5.(6S).5s   | 5S   | 2   |   7 - 5   |       |        |        L1171  |
       357.232  |             19 |            |      |  123553.12  -   151538.07 | 3d5.(4D).4p   | 5P*  | 1   | 3d5.(6S).4d   | 5D   | 0   |   3 - 1   |       |        |        L1171  |
       357.4154 |             12 |            |      |   90472.61  -   118443.27 | 3d5.(4F).4s   | 3F   | 4   | 3d5.(4G).4p   | 3F*  | 3   |   9 - 7   |       |        |        L1171  |
       357.5633 |             19 |            |      |   90484.18  -   118443.27 | 3d5.(4F).4s   | 3F   | 3   | 3d5.(4G).4p   | 3F*  | 3   |   7 - 7   |       |        |        L1171  |
       358.604  |    670bl(Fe I) |            |      |   90472.61  -   118350.42 | 3d5.(4F).4s   | 3F   | 4   | 3d5.(4G).4p   | 3F*  | 4   |   9 - 9   |       |        |        L1171  |
       358.7549 |             64 |            |      |   90484.18  -   118350.42 | 3d5.(4F).4s   | 3F   | 3   | 3d5.(4G).4p   | 3F*  | 4   |   7 - 9   |       |        |        L1171  |
       358.9700 |            220 |            |      |  142460.68  -   170310.03 | 3d5.(c 2D).4s | 1D   | 2   | 3d5.(b 2G).4p | 1F*  | 3   |   5 - 7   |       |        |        L1171  |
       359.1190 |             19 |            |      |  123697.15  -   151535.03 | 3d5.(4D).4p   | 5P*  | 2   | 3d5.(6S).4d   | 5D   | 2   |   5 - 5   |       |        |        L1171  |
       359.3127 |            140 |            |      |   90423.78  -   118246.74 | 3d5.(4F).4s   | 3F   | 2   | 3d5.(4P).4p   | 5P*  | 3   |   5 - 7   |       |        |        L1171  |
       359.812  |            18p |            |      |  123750.63  -   151535.03 | 3d5.(4D).4p   | 5P*  | 3   | 3d5.(6S).4d   | 5D   | 2   |   7 - 5   |       |        |        L1171  |
       359.820  |            30p |            |      |  123750.63  -   151534.30 | 3d5.(4D).4p   | 5P*  | 3   | 3d5.(6S).4d   | 5D   | 3   |   7 - 7   |       |        |        L1171  |
       359.9439 |             79 |            |      |   90472.61  -   118246.74 | 3d5.(4F).4s   | 3F   | 4   | 3d5.(4P).4p   | 5P*  | 3   |   9 - 7   |       |        |        L1171  |
       360.0944 |            910 |            |      |   90484.18  -   118246.74 | 3d5.(4F).4s   | 3F   | 3   | 3d5.(4P).4p   | 5P*  | 3   |   7 - 7   |       |        |        L1171  |
       360.3883 |            770 | 3.2e+06    | D    |   90423.78  -   118163.70 | 3d5.(4F).4s   | 3F   | 2   | 3d5.(4G).4p   | 3F*  | 2   |   5 - 5   |       |  T6105 |        L1171  |
       360.6263 |             16 |            |      |  114325.49  -   142046.98 | 3d5.(b 2G).4s | 3G   | 5   | 3d5.(4F).4p   | 3F*  | 4   |  11 - 9   |       |        |        L1171  |
       361.1748 |             96 |            |      |   90484.18  -   118163.70 | 3d5.(4F).4s   | 3F   | 3   | 3d5.(4G).4p   | 3F*  | 2   |   7 - 5   |       |        |        L1171  |
       362.0285 |            32h |            |      |   89908.09  -   117521.99 | 3d5.(a 2G).4s | 3G   | 5   | 3d5.(4P).4p   | 5D*  | 4   |  11 - 9   |       |        |        L1171  |
       365.2668 |            270 |            |      |  138852.91  -   166222.34 | 3d5.(c 2D).4s | 3D   | 3   | 3d5.(b 2G).4p | 3F*  | 4   |   7 - 9   |       |        |        L1171  |
       367.2313 |            8.2 |            |      |  109570.98  -   136793.80 | 3d5.(b 2D).4s | 1D   | 2   | 3d5.(a 2F).4p | 3F*  | 2   |   5 - 5   |       |        |        L1171  |
       368.5400 |             36 |            |      |  114340.26  -   141466.65 | 3d5.(b 2G).4s | 3G   | 4   | 3d5.(4F).4p   | 3D*  | 3   |   9 - 7   |       |        |        L1171  |
       369.0556 |            140 | 7.e+05     | D    |  117950.17  -   145038.62 | 3d5.(b 2G).4s | 1G   | 4   | 3d5.(a 2G).4p | 1F*  | 3   |   9 - 7   |       |  T6105 |        L1171  |
       369.5883 |            9.9 |            |      |   90472.61  -   117521.99 | 3d5.(4F).4s   | 3F   | 4   | 3d5.(4P).4p   | 5D*  | 4   |   9 - 9   |       |        |        L1171  |
       369.6209 |             23 |            |      |  114352.21  -   141399.18 | 3d5.(b 2G).4s | 3G   | 3   | 3d5.(4F).4p   | 3D*  | 2   |   7 - 5   |       |        |        L1171  |
       370.0152 |             62 |            |      |  117950.17  -   144968.41 | 3d5.(b 2G).4s | 1G   | 4   | 3d5.(b 2F).4p | 3F*  | 4   |   9 - 9   |       |        |        L1171  |
       371.7277 |             21 |            |      |  109570.98  -   136464.80 | 3d5.(b 2D).4s | 1D   | 2   | 3d5.(4F).4p   | 5F*  | 1   |   5 - 3   |       |        |        L1171  |
       374.652  |    15wbl(Fe I) |            |      |   89783.78  -   116467.59 | 3d5.(a 2G).4s | 3G   | 4   | 3d5.(4G).4p   | 5F*  | 4   |   9 - 9   |       |        |        L1171  |
       374.742  |   170bl(Fe II) |            |      |  114325.49  -   141002.97 | 3d5.(b 2G).4s | 3G   | 5   | 3d5.(a 2G).4p | 3F*  | 4   |  11 - 9   |       |        |        L1171  |
       375.3168 |            140 |            |      |  117950.17  -   144586.76 | 3d5.(b 2G).4s | 1G   | 4   | 3d5.(a 2G).4p | 1H*  | 5   |   9 - 11  |       |        |        L1171  |
       375.4231 |            12h |            |      |  109570.98  -   136200.07 | 3d5.(b 2D).4s | 1D   | 2   | 3d5.(a 2D).4p | 1F*  | 3   |   5 - 7   |       |        |        L1171  |
       375.5451 |             14 |            |      |  117950.17  -   144570.55 | 3d5.(b 2G).4s | 1G   | 4   | 3d5.(b 2F).4p | 3F*  | 3   |   9 - 7   |       |        |        L1171  |
       376.197  |             46 |            |      |  134443.91  -   161018.56 | 3d5.(2P).4s   | 1P   | 1   | 3d5.(b 2D).4p | 1P*  | 1   |   3 - 3   |       |        |        L1171  |
       376.5223 |            9.2 |            |      |   90423.78  -   116975.21 | 3d5.(4F).4s   | 3F   | 2   | 3d5.(4P).4p   | 5S*  | 2   |   5 - 5   |       |        |        L1171  |
       377.6133 |            5.6 |            |      |   90423.78  -   116898.44 | 3d5.(4F).4s   | 3F   | 2   | 3d5.(4G).4p   | 5F*  | 2   |   5 - 5   |       |        |        L1171  |
       378.5543 |              9 |            |      |   89908.09  -   116316.85 | 3d5.(a 2G).4s | 3G   | 5   | 3d5.(4G).4p   | 5F*  | 5   |  11 - 11  |       |        |        L1171  |
       378.6997 |            210 | 8.e+05     | D    |  114352.21  -   140750.86 | 3d5.(b 2G).4s | 3G   | 3   | 3d5.(a 2G).4p | 3F*  | 2   |   7 - 5   |       |  T6105 |        L1171  |
       378.9370 |             81 |            |      |  117950.17  -   144332.23 | 3d5.(b 2G).4s | 1G   | 4   | 3d5.(b 2F).4p | 1G*  | 4   |   9 - 9   |       |        |        L1171  |
       379.3526 |            140 |            |      |  114340.26  -   140693.38 | 3d5.(b 2G).4s | 3G   | 4   | 3d5.(a 2G).4p | 3F*  | 3   |   9 - 7   |       |        |        L1171  |
       379.5255 |             13 |            |      |  114352.21  -   140693.38 | 3d5.(b 2G).4s | 3G   | 3   | 3d5.(a 2G).4p | 3F*  | 3   |   7 - 7   |       |        |        L1171  |
       382.843  |     77bl(Fe I) |            |      |  114340.26  -   140453.14 | 3d5.(b 2G).4s | 3G   | 4   | 3d5.(a 2F).4p | 1F*  | 3   |   9 - 7   |       |        |        L1171  |
       384.5827 |           8.6h |            |      |   90472.61  -   116467.59 | 3d5.(4F).4s   | 3F   | 4   | 3d5.(4G).4p   | 5F*  | 4   |   9 - 9   |       |        |        L1171  |
       391.2822 |             10 |            |      |  105895.34  -   131445.12 | 3d5.(b 2D).4s | 3D   | 1   | 3d5.(a 2D).4p | 1D*  | 2   |   3 - 5   |       |        |        L1171  |
       394.508  |            220 |            |      |  114340.26  -   139680.37 | 3d5.(b 2G).4s | 3G   | 4   | 3d5.(4F).4p   | 3G*  | 3   |   9 - 7   |       |        |        L3495  |
       394.705  |    290bl(Fe I) | 5.e+05     | D    |  114352.21  -   139680.37 | 3d5.(b 2G).4s | 3G   | 3   | 3d5.(4F).4p   | 3G*  | 3   |   7 - 7   |       |  T6105 |        L1171  |
       394.928  |           110h |            |      |  204943.37  -   230257.34 | 3d5.(4D).5p   | 5F*  | 2   | 3d5.(4D).6s   | 3D   | 2   |   5 - 5   |       |        |        L1171  |
       395.1503 |             28 |            |      |  114325.49  -   139625.21 | 3d5.(b 2G).4s | 3G   | 5   | 3d5.(4F).4p   | 3G*  | 4   |  11 - 9   |       |        |        L1171  |
       395.3814 |            250 | 4.4e+05    | D    |  114340.26  -   139625.21 | 3d5.(b 2G).4s | 3G   | 4   | 3d5.(4F).4p   | 3G*  | 4   |   9 - 9   |       |  T6105 |        L1171  |
       395.433  |          8900* | 1.87e+08   | B    |  168329.83  -   193611.46 | 3d5.(6S).5p   | 5P*  | 3   | 3d5.(6S).5d   | 5D   | 4   |   7 - 9   |       |    u44 |        L1171  |
       395.433  |          8900* | 5.9e+07    | C+   |  201166.56  -   226447.98 | 3d5.(4P).5p   | 5D*  | 3   | 3d5.(4P).6s   | 5P   | 2   |   7 - 5   |       |    u44 |        L1171  |
       395.433  |          8900* | 6.2e+07    | C+   |  168329.83  -   193611.12 | 3d5.(6S).5p   | 5P*  | 3   | 3d5.(6S).5d   | 5D   | 3   |   7 - 7   |       |    u44 |        L1171  |
