-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    Observed    |           Rel. |    Aki     | Acc. |      Ei           Ek      |        Lower level         |        Upper level         |  gi   gk  |   Type|    TP  |         Line  |
   Wavelength   |           Int. |   (s^-1)   |      |    (cm-1)       (cm-1)    |----------------------------|----------------------------|           |       |   Ref. |         Ref.  |
    Air (nm)    |                |            |      |                           | Conf.         | Term | J   | Conf.         | Term | J   |           |       |        |               |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Wavelength    |  Rel           |    Aki     | Acc  |              Ei - Ek      | L Conf        |L Term| L J | U Conf        |U Term| U J |   gi - gk |Type   |  TP    |   Line        |
       395.5150 |            160 | 1.2e+07    | D+   |  168329.83  -   193606.13 | 3d5.(6S).5p   | 5P*  | 3   | 3d5.(6S).5d   | 5D   | 2   |   7 - 5   |       |    u44 |        L1171  |
       395.5671 |             28 |            |      |  114352.21  -   139625.21 | 3d5.(b 2G).4s | 3G   | 3   | 3d5.(4F).4p   | 3G*  | 4   |   7 - 9   |       |        |        L1171  |
       395.913  |           12hp |            |      |   89697.74  -   114948.83 | 3d5.(a 2G).4s | 3G   | 3   | 3d5.(4G).4p   | 5H*  | 3   |   7 - 7   |       |        |        L1171  |
       396.8718 |           3200 | 1.23e+08   | B    |  168421.15  -   193611.12 | 3d5.(6S).5p   | 5P*  | 2   | 3d5.(6S).5d   | 5D   | 3   |   5 - 7   |       |    u44 |        L1171  |
       396.9490 |           1600 | 1.07e+08   | B    |  168421.15  -   193606.13 | 3d5.(6S).5p   | 5P*  | 2   | 3d5.(6S).5d   | 5D   | 2   |   5 - 5   |       |    u44 |        L1171  |
       397.0511 |            240 | 4.6e+07    | D+   |  168421.15  -   193599.73 | 3d5.(6S).5p   | 5P*  | 2   | 3d5.(6S).5d   | 5D   | 1   |   5 - 3   |       |    u44 |        L1171  |
       397.1126 |            610 | 1.37e+08   | B    |  201207.42  -   226382.05 | 3d5.(4P).5p   | 5D*  | 4   | 3d5.(4P).6s   | 5P   | 3   |   9 - 7   |       |    u44 |        L1171  |
       397.265  |            12h |            |      |   89783.78  -   114948.83 | 3d5.(a 2G).4s | 3G   | 4   | 3d5.(4G).4p   | 5H*  | 3   |   9 - 7   |       |        |        L1171  |
       397.439  |     62bl(Fe I) | 6.3e+07    | C+   |  201293.91  -   226447.98 | 3d5.(4P).5p   | 5S*  | 2   | 3d5.(4P).6s   | 5P   | 2   |   5 - 5   |       |    u44 |        L1171  |
       397.695  |    300bl(Fe I) |            |      |  114325.49  -   139463.33 | 3d5.(b 2G).4s | 3G   | 5   | 3d5.(4F).4p   | 3G*  | 5   |  11 - 11  |       |        |        L1171  |
       397.8406 |            850 | 6.4e+07    | C+   |  168477.52  -   193606.13 | 3d5.(6S).5p   | 5P*  | 1   | 3d5.(6S).5d   | 5D   | 2   |   3 - 5   |       |    u44 |        L1171  |
       397.9423 |          1500w | 1.38e+08   | C+   |  168477.52  -   193599.73 | 3d5.(6S).5p   | 5P*  | 1   | 3d5.(6S).5d   | 5D   | 1   |   3 - 3   |       |    u44 |        L1171  |
       398.0093 |            580 | 1.8e+08    | C    |  168477.52  -   193595.45 | 3d5.(6S).5p   | 5P*  | 1   | 3d5.(6S).5d   | 5D   | 0   |   3 - 1   |       |    u44 |        L1171  |
       398.425  |            83h | 2.8e+06    | D    |  188955.71  -   214047.58 | 3d5.(4D).4d   | 3G   | 3   | 3d5.(2I).5p   | 3H*  | 4   |   7 - 9   |       |    u44 |        L1171  |
       398.4812 |           160h | 1.8e+07    | D+   |  201293.91  -   226382.05 | 3d5.(4P).5p   | 5S*  | 2   | 3d5.(4P).6s   | 5P   | 3   |   5 - 7   |       |    u44 |        L1171  |
       399.3146 |            730 |            |      |  189011.99  -   214047.58 | 3d5.(4D).4d   | 3G   | 4   | 3d5.(2I).5p   | 3H*  | 4   |   9 - 9   |       |        |        L1171  |
       399.910  |            82h |            |      |  189011.99  -   214010.52 | 3d5.(4D).4d   | 3G   | 4   | 3d5.(2I).5p   | 3H*  | 5   |   9 - 11  |       |        |        L1171  |
       399.979  |           830p | 1.57e+08   | B    |  198333.71  -   223328.04 | 3d5.(4G).5p   | 5G*  | 2   | 3d5.(4G).6s   | 5G   | 2   |   5 - 5   |       |    u44 |        L1171  |
       399.988  |           830p | 1.23e+08   | B    |  198337.17  -   223330.81 | 3d5.(4G).5p   | 5G*  | 3   | 3d5.(4G).6s   | 5G   | 3   |   7 - 7   |       |    u44 |        L1171  |
       400.0767 |           560l | 1.28e+08   | B    |  198338.77  -   223326.91 | 3d5.(4G).5p   | 5G*  | 4   | 3d5.(4G).6s   | 5G   | 4   |   9 - 9   |       |    u44 |        L1171  |
       400.1149 |            82h |            |      |  189024.76  -   214010.52 | 3d5.(4D).4d   | 3G   | 5   | 3d5.(2I).5p   | 3H*  | 5   |  11 - 11  |       |        |        L1171  |
       400.2367 |            150 |            |      |  109570.98  -   134549.01 | 3d5.(b 2D).4s | 1D   | 2   | 3d5.(a 2F).4p | 3G*  | 3   |   5 - 7   |       |        |        L1171  |
       400.3231 |           1200 | 1.41e+08   | B    |  198336.81  -   223309.60 | 3d5.(4G).5p   | 5G*  | 5   | 3d5.(4G).6s   | 5G   | 5   |  11 - 11  |       |    u44 |        L1171  |
       400.3543 |            150 | 2.1e+07    | C    |  198338.77  -   223309.60 | 3d5.(4G).5p   | 5G*  | 4   | 3d5.(4G).6s   | 5G   | 5   |   9 - 11  |       |    u44 |        L1171  |
       400.5022 |            350 | 3.2e+05    | D    |   93388.77  -   118350.42 | 3d5.(b 2F).4s | 3F   | 4   | 3d5.(4G).4p   | 3F*  | 4   |   9 - 9   |       |  T6105 |        L1171  |
       400.561  |            31* |            |      |  117950.17  -   142908.29 | 3d5.(b 2G).4s | 1G   | 4   | 3d5.(a 2G).4p | 3H*  | 5   |   9 - 11  |       |        |        L1171  |
       400.561  |            31* |            |      |   93392.55  -   118350.42 | 3d5.(b 2F).4s | 3F   | 3   | 3d5.(4G).4p   | 3F*  | 4   |   7 - 9   |       |        |        L1171  |
       400.692  |          130wh | 3.3e+06    | D+   |  189024.76  -   213974.60 | 3d5.(4D).4d   | 3G   | 5   | 3d5.(2I).5p   | 3H*  | 6   |  11 - 13  |       |    u44 |        L1171  |
       400.8771 |           1200 | 1.64e+08   | B    |  198333.92  -   223272.30 | 3d5.(4G).5p   | 5G*  | 6   | 3d5.(4G).6s   | 5G   | 6   |  13 - 13  |       |    u44 |        L1171  |
       401.6489 |            81w |            |      |   98662.78  -   123553.12 | 3d5.(2S).4s   | 3S   | 1   | 3d5.(4D).4p   | 5P*  | 1   |   3 - 3   |       |        |        L1171  |
       402.1725 |             19 |            |      |   93388.77  -   118246.74 | 3d5.(b 2F).4s | 3F   | 4   | 3d5.(4P).4p   | 5P*  | 3   |   9 - 7   |       |        |        L1171  |
       402.2326 |            330 |            |      |   93392.55  -   118246.74 | 3d5.(b 2F).4s | 3F   | 3   | 3d5.(4P).4p   | 5P*  | 3   |   7 - 7   |       |        |        L1171  |
       402.4999 |            120 | 5.e+05     | D    |   93512.71  -   118350.42 | 3d5.(a 2G).4s | 1G   | 4   | 3d5.(4G).4p   | 3F*  | 4   |   9 - 9   |       |  T6105 |        L1171  |
       403.5425 |           1200 | 7.45e+07   | B    |  166144.81  -   190918.36 | 3d5.(6S).5p   | 7P*  | 2   | 3d5.(6S).6s   | 7S   | 3   |   5 - 7   |       |    u44 |        L1171  |
       403.5810 |             30 |            |      |   93392.55  -   118163.70 | 3d5.(b 2F).4s | 3F   | 3   | 3d5.(4G).4p   | 3F*  | 2   |   7 - 5   |       |        |        L1171  |
       403.9151 |            190 |            |      |   93413.07  -   118163.70 | 3d5.(b 2F).4s | 3F   | 2   | 3d5.(4G).4p   | 3F*  | 2   |   5 - 5   |       |        |        L1171  |
       404.186  |     30bl(Fe I) |            |      |   93512.71  -   118246.74 | 3d5.(a 2G).4s | 1G   | 4   | 3d5.(4P).4p   | 5P*  | 3   |   9 - 7   |       |        |        L1171  |
       405.2511 |            350 | 1.11e+08   | B    |  198658.96  -   223328.04 | 3d5.(4G).5p   | 5H*  | 3   | 3d5.(4G).6s   | 5G   | 2   |   7 - 5   |       |    u44 |        L1171  |
       405.3114 |           1700 | 1.02e+08   | B    |  166252.93  -   190918.36 | 3d5.(6S).5p   | 7P*  | 3   | 3d5.(6S).6s   | 7S   | 3   |   7 - 7   |       |    u44 |        L1171  |
       405.750  |   150bl(Fe II) |            |      |   90472.61  -   115111.37 | 3d5.(4F).4s   | 3F   | 4   | 3d5.(4G).4p   | 5H*  | 4   |   9 - 9   |       |        |        L1171  |
       406.0005 |             97 | 5.2e+07    | C    |  204907.28  -   229530.81 | 3d5.(4D).5p   | 5F*  | 1   | 3d5.(4D).6s   | 5D   | 1   |   3 - 3   |       |    u44 |        L1171  |
       406.1731 |           350h | 1.04e+08   | B    |  198717.71  -   223330.81 | 3d5.(4G).5p   | 5H*  | 4   | 3d5.(4G).6s   | 5G   | 3   |   9 - 7   |       |    u44 |        L1171  |
       406.5977 |          1700w | 8.6e+07    | C+   |  204943.37  -   229530.81 | 3d5.(4D).5p   | 5F*  | 2   | 3d5.(4D).6s   | 5D   | 1   |   5 - 3   |       |    u44 |        L1171  |
       406.9213 |            380 | 8.1e+07    | C+   |  205002.60  -   229570.48 | 3d5.(4D).5p   | 5F*  | 3   | 3d5.(4D).6s   | 5D   | 2   |   7 - 5   |       |    u44 |        L1171  |
       407.9299 |           150h | 1.5e+07    | D+   |  205002.60  -   229509.70 | 3d5.(4D).5p   | 5F*  | 3   | 3d5.(4D).6s   | 5D   | 3   |   7 - 7   |       |    u44 |        L1171  |
       408.1005 |           3000 | 1.30e+08   | B    |  166421.54  -   190918.36 | 3d5.(6S).5p   | 7P*  | 4   | 3d5.(6S).6s   | 7S   | 3   |   9 - 7   |       |    u44 |        L1171  |
       408.1513 |             86 | 7.87e+07   | B    |  198338.77  -   222832.61 | 3d5.(4G).5p   | 5G*  | 4   | 3d5.(4G).5d   | 5I   | 5   |   9 - 11  |       |    u44 |        L1171  |
       408.1983 |            86h | 3.66e+07   | B    |  198333.92  -   222824.72 | 3d5.(4G).5p   | 5G*  | 6   | 3d5.(4G).5d   | 5I   | 7   |  13 - 15  |       |    u44 |        L1171  |
       408.2474 |            760 | 8.70e+07   | B    |  198821.58  -   223309.60 | 3d5.(4G).5p   | 5H*  | 6   | 3d5.(4G).6s   | 5G   | 5   |  13 - 11  |       |    u44 |        L1171  |
       408.2760 |             86 | 9.28e+07   | B    |  198337.17  -   222823.50 | 3d5.(4G).5p   | 5G*  | 3   | 3d5.(4G).5d   | 5I   | 4   |   7 - 9   |       |    u44 |        L1171  |
       408.6365 |            17h |            |      |   90484.18  -   114948.83 | 3d5.(4F).4s   | 3F   | 3   | 3d5.(4G).4p   | 5H*  | 3   |   7 - 7   |       |        |        L1171  |
       408.993  |          330hp | 1.38e+08   | C+   |  198333.71  -   222777.04 | 3d5.(4G).5p   | 5G*  | 2   | 3d5.(4G).5d   | 5F   | 1   |   5 - 3   |       |    u44 |        L1171  |
       409.0427 |             85 | 4.5e+06    | D    |  198333.71  -   222774.32 | 3d5.(4G).5p   | 5G*  | 2   | 3d5.(4G).5d   | 5F   | 2   |   5 - 5   |       |    u44 |        L1171  |
       409.0986 |            500 | 1.07e+08   | B    |  198337.17  -   222774.32 | 3d5.(4G).5p   | 5G*  | 3   | 3d5.(4G).5d   | 5F   | 2   |   7 - 5   |       |    u44 |        L1171  |
       409.1778 |             52 |            |      |  198333.71  -   222766.13 | 3d5.(4G).5p   | 5G*  | 2   | 3d5.(4G).5d   | 5G   | 3   |   5 - 7   |       |        |        L1171  |
       409.234  |          1100* | 4.9e+07    | C+   |  198336.81  -   222766.06 | 3d5.(4G).5p   | 5G*  | 5   | 3d5.(4G).5d   | 5G   | 4   |  11 - 9   |       |    u44 |        L1171  |
       409.234  |          1100* |            |      |  198337.17  -   222766.13 | 3d5.(4G).5p   | 5G*  | 3   | 3d5.(4G).5d   | 5G   | 3   |   7 - 7   |       |        |        L1171  |
       409.234  |          1100* | 6.1e+06    | D+   |  198337.17  -   222766.06 | 3d5.(4G).5p   | 5G*  | 3   | 3d5.(4G).5d   | 5G   | 4   |   7 - 9   |       |    u44 |        L1171  |
       409.263  |           330* |            |      |  198338.77  -   222766.13 | 3d5.(4G).5p   | 5G*  | 4   | 3d5.(4G).5d   | 5G   | 3   |   9 - 7   |       |        |        L1171  |
       409.263  |           330* | 4.7e+07    | C+   |  198338.77  -   222766.06 | 3d5.(4G).5p   | 5G*  | 4   | 3d5.(4G).5d   | 5G   | 4   |   9 - 9   |       |    u44 |        L1171  |
       409.3048 |            220 | 1.22e+08   | B    |  198333.71  -   222758.43 | 3d5.(4G).5p   | 5G*  | 2   | 3d5.(4G).5d   | 5G   | 2   |   5 - 5   |       |    u44 |        L1171  |
       409.3224 |            750 | 7.69e+07   | B    |  198848.60  -   223272.30 | 3d5.(4G).5p   | 5H*  | 7   | 3d5.(4G).6s   | 5G   | 6   |  15 - 13  |       |    u44 |        L1171  |
       409.3624 |             51 | 5.5e+07    | C+   |  198337.17  -   222758.43 | 3d5.(4G).5p   | 5G*  | 3   | 3d5.(4G).5d   | 5G   | 2   |   7 - 5   |       |    u44 |        L1171  |
       409.436  |           240p | 7.01e+07   | B    |  205092.61  -   229509.70 | 3d5.(4D).5p   | 5F*  | 4   | 3d5.(4D).6s   | 5D   | 3   |   9 - 7   |       |    u44 |        L1171  |
       409.4995 |            140 | 3.2e+06    | D    |  198337.17  -   222750.32 | 3d5.(4G).5p   | 5G*  | 3   | 3d5.(4G).5d   | 5F   | 3   |   7 - 7   |       |    u44 |        L1171  |
       409.526  |           500p | 1.06e+08   | B    |  198338.77  -   222750.32 | 3d5.(4G).5p   | 5G*  | 4   | 3d5.(4G).5d   | 5F   | 3   |   9 - 7   |       |    u44 |        L1171  |
       409.536  |          330hp | 1.05e+08   | B    |  198333.92  -   222744.84 | 3d5.(4G).5p   | 5G*  | 6   | 3d5.(4G).5d   | 5G   | 5   |  13 - 11  |       |    u44 |        L1171  |
       409.587  |    500bl(Fe I) | 3.0e+07    | C+   |  198336.81  -   222744.84 | 3d5.(4G).5p   | 5G*  | 5   | 3d5.(4G).5d   | 5G   | 5   |  11 - 11  |       |    u44 |        L1171  |
       409.618  |            84h | 4.7e+06    | D+   |  198338.77  -   222744.84 | 3d5.(4G).5p   | 5G*  | 4   | 3d5.(4G).5d   | 5G   | 5   |   9 - 11  |       |    u44 |        L1171  |
       409.6544 |            220 | 9.03e+07   | B    |  199635.07  -   224038.93 | 3d5.(4G).5p   | 3H*  | 6   | 3d5.(4G).6s   | 3G   | 5   |  13 - 11  |       |    u44 |        L1171  |
       409.758  |          1100* | 8.99e+07   | B    |  199660.99  -   224058.87 | 3d5.(4G).5p   | 3H*  | 5   | 3d5.(4G).6s   | 3G   | 4   |  11 - 9   |       |    u44 |        L1171  |
       409.758  |          1100* | 9.94e+07   | B    |  198336.81  -   222734.53 | 3d5.(4G).5p   | 5G*  | 5   | 3d5.(4G).5d   | 5F   | 4   |  11 - 9   |       |    u44 |        L1171  |
       409.7920 |             51 | 2.9e+06    | D    |  198338.77  -   222734.53 | 3d5.(4G).5p   | 5G*  | 4   | 3d5.(4G).5d   | 5F   | 4   |   9 - 9   |       |    u44 |        L1171  |
       410.0479 |            740 | 6.21e+07   | B    |  198333.92  -   222714.46 | 3d5.(4G).5p   | 5G*  | 6   | 3d5.(4G).5d   | 5G   | 6   |  13 - 13  |       |    u44 |        L1171  |
       410.0964 |           210h |            |      |  198336.81  -   222714.46 | 3d5.(4G).5p   | 5G*  | 5   | 3d5.(4G).5d   | 5G   | 6   |  11 - 13  |       |        |        L1171  |
       410.3037 |           1500 | 2.6e+07    | C+   |  198333.92  -   222699.23 | 3d5.(4G).5p   | 5G*  | 6   | 3d5.(4G).5d   | 5F   | 5   |  13 - 11  |       |    u44 |        L1171  |
       410.351  |           84h* |            |      |  117950.17  -   142312.79 | 3d5.(b 2G).4s | 1G   | 4   | 3d5.(4F).4p   | 3F*  | 3   |   9 - 7   |       |        |        L1171  |
       410.351  |           84h* | 2.1e+07    | C    |  198336.81  -   222699.23 | 3d5.(4G).5p   | 5G*  | 5   | 3d5.(4G).5d   | 5F   | 5   |  11 - 11  |       |    u44 |        L1171  |
       410.5473 |            220 | 9.38e+07   | B    |  199700.93  -   224051.74 | 3d5.(4G).5p   | 3H*  | 4   | 3d5.(4G).6s   | 3G   | 3   |   9 - 7   |       |    u44 |        L1171  |
       410.909  |     56bl(Fe I) | 5.27e+07   | B    |  205092.61  -   229421.81 | 3d5.(4D).5p   | 5F*  | 4   | 3d5.(4D).6s   | 5D   | 4   |   9 - 9   |       |    u44 |        L1171  |
       411.8401 |            490 | 1.02e+08   | B    |  198336.81  -   222611.30 | 3d5.(4G).5p   | 5G*  | 5   | 3d5.(4G).5d   | 5H   | 5   |  11 - 11  |       |    u44 |        L1171  |
       411.8716 |            720 | 9.89e+07   | B    |  198338.77  -   222611.30 | 3d5.(4G).5p   | 5G*  | 4   | 3d5.(4G).5d   | 5H   | 5   |   9 - 11  |       |    u44 |        L1171  |
       411.8866 |            490 | 1.75e+08   | B    |  198333.71  -   222605.40 | 3d5.(4G).5p   | 5G*  | 2   | 3d5.(4G).5d   | 5H   | 3   |   5 - 7   |       |    u44 |        L1171  |
       411.936  |          490w* | 9.04e+07   | B    |  198337.17  -   222605.95 | 3d5.(4G).5p   | 5G*  | 3   | 3d5.(4G).5d   | 5H   | 4   |   7 - 9   |       |    u44 |        L1171  |
       411.936  |          490w* | 8.46e+07   | B    |  198333.92  -   222602.68 | 3d5.(4G).5p   | 5G*  | 6   | 3d5.(4G).5d   | 5H   | 6   |  13 - 13  |       |    u44 |        L1171  |
       411.9858 |          1000w | 1.22e+08   | B    |  198336.81  -   222602.68 | 3d5.(4G).5p   | 5G*  | 5   | 3d5.(4G).5d   | 5H   | 6   |  11 - 13  |       |    u44 |        L1171  |
       412.090  |   2800bl(He I) | 9.63e+07   | B    |  166144.81  -   190404.51 | 3d5.(6S).5p   | 7P*  | 2   | 3d5.(6S).5d   | 7D   | 3   |   5 - 7   |       |    u44 |        L1171  |
       412.1345 |            720 | 1.61e+08   | B    |  198333.92  -   222591.04 | 3d5.(4G).5p   | 5G*  | 6   | 3d5.(4G).5d   | 5H   | 7   |  13 - 15  |       |    u44 |        L1171  |
       412.2025 |           3300 | 2.24e+08   | B    |  166144.81  -   190397.90 | 3d5.(6S).5p   | 7P*  | 2   | 3d5.(6S).5d   | 7D   | 2   |   5 - 5   |       |    u44 |        L1171  |
       412.2780 |          3300p | 3.36e+08   | B    |  166144.81  -   190393.4  | 3d5.(6S).5p   | 7P*  | 2   | 3d5.(6S).5d   | 7D   | 1   |   5 - 3   |       |    u44 |        L1171  |
       412.300  |           87hp | 7.6e+07    | C+   |  202200.67  -   226447.98 | 3d5.(4P).5p   | 5P*  | 3   | 3d5.(4P).6s   | 5P   | 2   |   7 - 5   |       |    u44 |        L1171  |
       412.6518 |            360 | 1.15e+08   | B    |  205195.34  -   229421.81 | 3d5.(4D).5p   | 5F*  | 5   | 3d5.(4D).6s   | 5D   | 4   |  11 - 9   |       |    u44 |        L1171  |
       412.6996 |            340 | 1.3e+07    | D+   |  202282.81  -   226506.70 | 3d5.(4P).5p   | 5P*  | 2   | 3d5.(4P).6s   | 5P   | 1   |   5 - 3   |       |    u44 |        L1171  |
       413.4268 |           750w | 1.3e+07    | D+   |  202200.67  -   226382.05 | 3d5.(4P).5p   | 5P*  | 3   | 3d5.(4P).6s   | 5P   | 3   |   7 - 7   |       |    u44 |        L1171  |
       413.5821 |            140 |            |      |  202334.54  -   226506.70 | 3d5.(4P).5p   | 5P*  | 1   | 3d5.(4P).6s   | 5P   | 1   |   3 - 3   |       |        |        L1171  |
       413.7133 |           1000 | 2.24e+08   | B    |  198658.96  -   222823.50 | 3d5.(4G).5p   | 5H*  | 3   | 3d5.(4G).5d   | 5I   | 4   |   7 - 9   |       |    u44 |        L1171  |
       413.7762 |           7400 | 2.07e+08   | B    |  166252.93  -   190413.77 | 3d5.(6S).5p   | 7P*  | 3   | 3d5.(6S).5d   | 7D   | 4   |   7 - 9   |       |    u44 |        L1171  |
       413.9349 |           4200 | 2.07e+08   | B    |  166252.93  -   190404.51 | 3d5.(6S).5p   | 7P*  | 3   | 3d5.(6S).5d   | 7D   | 3   |   7 - 7   |       |    u44 |        L1171  |
       414.0481 |           1600 | 1.10e+08   | B    |  166252.93  -   190397.90 | 3d5.(6S).5p   | 7P*  | 3   | 3d5.(6S).5d   | 7D   | 2   |   7 - 5   |       |    u44 |        L1171  |
       414.2159 |            110 |            |      |  158257.45  -   182392.68 | 3d5.(b 2D).4p | 3D*  | 1   | 3d5.(4G).4d   | 3F   | 2   |   3 - 5   |       |        |        L1171  |
       414.2638 |           320w | 2.8e+07    | C+   |  199139.93  -   223272.30 | 3d5.(4G).5p   | 5F*  | 5   | 3d5.(4G).6s   | 5G   | 6   |  11 - 13  |       |    u44 |        L1171  |
       414.5641 |           1500 | 2.35e+08   | B    |  198717.71  -   222832.61 | 3d5.(4G).5p   | 5H*  | 4   | 3d5.(4G).5d   | 5I   | 5   |   9 - 11  |       |    u44 |        L1171  |
       414.6971 |             49 |            |      |  198658.96  -   222766.13 | 3d5.(4G).5p   | 5H*  | 3   | 3d5.(4G).5d   | 5G   | 3   |   7 - 7   |       |        |        L1171  |
       414.717  |           130w | 1.4e+07    | D+   |  198717.71  -   222823.50 | 3d5.(4G).5p   | 5H*  | 4   | 3d5.(4G).5d   | 5I   | 4   |   9 - 9   |       |    u44 |        L1171  |
       414.832  |           140* | 3.1e+07    | C    |  198658.96  -   222758.43 | 3d5.(4G).5p   | 5H*  | 3   | 3d5.(4G).5d   | 5G   | 2   |   7 - 5   |       |    u44 |        L1171  |
       414.832  |           140* | 4.0e+07    | C+   |  202282.81  -   226382.05 | 3d5.(4P).5p   | 5P*  | 2   | 3d5.(4P).6s   | 5P   | 3   |   5 - 7   |       |    u44 |        L1171  |
       414.875  |          320w* |            |      |  117950.17  -   142046.98 | 3d5.(b 2G).4s | 1G   | 4   | 3d5.(4F).4p   | 3F*  | 4   |   9 - 9   |       |        |        L1171  |
       414.875  |          320w* | 2.4e+07    | C+   |  199212.86  -   223309.60 | 3d5.(4G).5p   | 5F*  | 4   | 3d5.(4G).6s   | 5G   | 5   |   9 - 11  |       |    u44 |        L1171  |
       415.216  |    530bl(Fe I) | 8.e+06     | D+   |  206180.52  -   230257.34 | 3d5.(4D).5p   | 3D*  | 3   | 3d5.(4D).6s   | 3D   | 2   |   7 - 5   |       |    u44 |        L1171  |
       415.4963 |           2000 | 2.49e+08   | B    |  198774.09  -   222834.89 | 3d5.(4G).5p   | 5H*  | 5   | 3d5.(4G).5d   | 5I   | 6   |  11 - 13  |       |    u44 |        L1171  |
       415.534  |          130hp | 1.5e+07    | C    |  198774.09  -   222832.61 | 3d5.(4G).5p   | 5H*  | 5   | 3d5.(4G).5d   | 5I   | 5   |  11 - 11  |       |    u44 |        L1171  |
       415.711  |            80* |            |      |  198717.71  -   222766.13 | 3d5.(4G).5p   | 5H*  | 4   | 3d5.(4G).5d   | 5G   | 3   |   9 - 7   |       |        |        L1171  |
       415.711  |            80* | 6.82e+07   | B    |  198717.71  -   222766.06 | 3d5.(4G).5p   | 5H*  | 4   | 3d5.(4G).5d   | 5G   | 4   |   9 - 9   |       |    u44 |        L1171  |
       415.9843 |            130 | 2.9e+07    | C    |  198717.71  -   222750.32 | 3d5.(4G).5p   | 5H*  | 4   | 3d5.(4G).5d   | 5F   | 3   |   9 - 7   |       |    u44 |        L1171  |
       416.1353 |            780 | 2.0e+07    | D+   |  206233.45  -   230257.34 | 3d5.(4D).5p   | 3D*  | 2   | 3d5.(4D).6s   | 3D   | 2   |   5 - 5   |       |    u44 |        L1171  |
       416.259  |           130p |            |      |  198717.71  -   222734.53 | 3d5.(4G).5p   | 5H*  | 4   | 3d5.(4G).5d   | 5F   | 4   |   9 - 9   |       |        |        L1171  |
       416.289  |           140p | 3.0e+07    | D+   |  206233.45  -   230248.39 | 3d5.(4D).5p   | 3D*  | 2   | 3d5.(4D).6s   | 3D   | 1   |   5 - 3   |       |    u44 |        L1171  |
       416.321  |          130hp | 1.8e+07    | C    |  198821.58  -   222834.89 | 3d5.(4G).5p   | 5H*  | 6   | 3d5.(4G).5d   | 5I   | 6   |  13 - 13  |       |    u44 |        L1171  |
       416.335  |           350p | 4.5e+07    | C+   |  206180.52  -   230193.06 | 3d5.(4D).5p   | 3D*  | 3   | 3d5.(4D).6s   | 3D   | 3   |   7 - 7   |       |    u44 |        L1171  |
       416.4731 |          16000 | 3.28e+08   | B    |  166421.54  -   190425.94 | 3d5.(6S).5p   | 7P*  | 4   | 3d5.(6S).5d   | 7D   | 5   |   9 - 11  |       |    u44 |        L1171  |
       416.4921 |           2000 | 2.88e+08   | B    |  198821.58  -   222824.72 | 3d5.(4G).5p   | 5H*  | 6   | 3d5.(4G).5d   | 5I   | 7   |  13 - 15  |       |    u44 |        L1171  |
       416.684  |          5100* |            |      |  158416.72  -   182409.07 | 3d5.(b 2D).4p | 3D*  | 2   | 3d5.(4G).4d   | 3F   | 3   |   5 - 7   |       |        |        L1171  |
       416.684  |          5100* | 1.23e+08   | B    |  166421.54  -   190413.77 | 3d5.(6S).5p   | 7P*  | 4   | 3d5.(6S).5d   | 7D   | 4   |   9 - 9   |       |    u44 |        L1171  |
       416.684  |          5100* | 2.7e+07    | C+   |  198774.09  -   222766.06 | 3d5.(4G).5p   | 5H*  | 5   | 3d5.(4G).5d   | 5G   | 4   |  11 - 9   |       |    u44 |        L1171  |
       416.8449 |            740 | 2.9e+07    | C    |  166421.54  -   190404.51 | 3d5.(6S).5p   | 7P*  | 4   | 3d5.(6S).5d   | 7D   | 3   |   9 - 7   |       |    u44 |        L1171  |
       416.9665 |            130 | 3.4e+06    | D+   |  198848.60  -   222824.72 | 3d5.(4G).5p   | 5H*  | 7   | 3d5.(4G).5d   | 5I   | 7   |  15 - 15  |       |    u44 |        L1171  |
       417.0582 |            200 | 5.18e+07   | B    |  198774.09  -   222744.84 | 3d5.(4G).5p   | 5H*  | 5   | 3d5.(4G).5d   | 5G   | 5   |  11 - 11  |       |    u44 |        L1171  |
       417.3760 |             88 | 2.3e+07    | D+   |  206295.92  -   230248.39 | 3d5.(4D).5p   | 3D*  | 1   | 3d5.(4D).6s   | 3D   | 1   |   3 - 3   |       |    u44 |        L1171  |
       417.4259 |           6000 | 3.27e+08   | B    |  198848.60  -   222798.20 | 3d5.(4G).5p   | 5H*  | 7   | 3d5.(4G).5d   | 5I   | 8   |  15 - 17  |       |    u44 |        L1171  |
       417.4809 |            200 | 4.0e+07    | C+   |  198658.96  -   222605.40 | 3d5.(4G).5p   | 5H*  | 3   | 3d5.(4G).5d   | 5H   | 3   |   7 - 7   |       |    u44 |        L1171  |
       417.6102 |             35 |            |      |  114325.49  -   138264.58 | 3d5.(b 2G).4s | 3G   | 5   | 3d5.(2H).4p   | 3H*  | 6   |  11 - 13  |       |        |        L1171  |
       417.7403 |            520 | 1.35e+08   | B    |  206261.53  -   230193.06 | 3d5.(4D).5p   | 3F*  | 4   | 3d5.(4D).6s   | 3D   | 3   |   9 - 7   |       |    u44 |        L1171  |
       417.787  |           340p | 1.28e+08   | B    |  206328.36  -   230257.34 | 3d5.(4D).5p   | 3F*  | 3   | 3d5.(4D).6s   | 3D   | 2   |   7 - 5   |       |    u44 |        L1171  |
