-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |      Rel. |    Aki     | Acc. |      Ei           Ek      |             Lower level             |              Upper level               |  gi   gk  |Type|               TP  |       Line  |
     Wavelength     |      Int. |   (s^-1)   |      |    (cm-1)       (cm-1)    |-------------------------------------|----------------------------------------|           |    |              Ref. |       Ref.  |
      Air (nm)      |           |            |      |                           | Conf.                 | Term  | J   | Conf.                 | Term     | J   |           |    |                   |             |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Wavelength    |  Rel      |    Aki     | Acc  |              Ei - Ek      | L Conf                |L Term | L J | U Conf                |U Term    | U J |   gi - gk |Type|             TP    |    Line     |
         311.56570  |       158 |            |      |  24772.018  -   56858.653 | 3d7.(2P).4s           | c 3P  | 1   | 3d6.(1G2).4s.4p.(3P*) | u 3F*    | 2   |   3 - 5   |    |                   |     L11631  |
         311.5858   |         0 |            |      |  27166.820  -   59251.39  | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 4   | 3d6.4s.(6D<9/2>).6d   | 2[7/2]   | 3   |   9 - 7   |    |                   |  L11631c80  |
         311.5870   |       (0) |            |      |  24338.767  -   56423.283 | 3d6.4s2               | b 3G  | 3   | 3d6.(1I).4s.4p.(3P*)  | u 3H*    | 4   |   7 - 9   |    |                   |  L11631c81  |
         311.6192   |         0 |            |      |  17927.382  -   50008.522 | 3d7.(4P).4s           | a 5P  | 1   | 3d6.(5D).4s (6D).5p   | n 7D*    | 2   |   3 - 5   |    |                   |  L11631c80  |
         311.6280   |         1 |            |      |  19757.032  -   51837.238 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 3   | 3d6.(5D).4s (6D).4d   | e 5P     | 3   |   7 - 7   |    |                   |  L11631c80  |
         311.6393   |         2 |            |      |  20874.482  -   52953.629 | 3d6.4s2               | b 3F2 | 3   | 3d6.(3G).4s.4p.(3P*)  | x 3F*    | 4   |   7 - 9   |    |                   |  L11631c80  |
         311.6474   |         0 |            |      |  17726.988  -   49805.257 | 3d7.(4P).4s           | a 5P  | 2   | 3d6.(5D).4s (6D).5p   | n 7D*    | 3   |   5 - 7   |    |                   |  L11631c80  |
         311.66313  |      4070 | 3.04e+06   | C    |   8154.714  -   40231.336 | 3d7.(4F).4s           | a 5F  | 1   | 3d6.(5D).4s.4p.(1P*)  | x 5D*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         311.6997   |       (0) |            |      |  26140.179  -   58213.124 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.4s.(4D).4d        | 5P       | 2   |   7 - 5   |    |                   |  L11631c81  |
         311.7412   |       0d? |            |      |  27166.820  -   59235.48  | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 4   | 3d6.4s.(6D<9/2>).6d   | 2[7/2]   | 4   |   9 - 9   |    |                   |  L11631c80  |
         311.76398  |       760 | 4.30e+04   | C+   |   7985.785  -   40052.035 | 3d7.(4F).4s           | a 5F  | 2   | 3d5.(6S).4s2.4p       | y 7P*    | 2   |   5 - 5   |    |             T5720 |     L11631  |
         311.7977   |        8d |            |      |  27666.348  -   59729.17  | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 1   | 3d6.4s.(6D<5/2>).6d   | 2[1/2]   | 1   |   3 - 3   |    |                   |  L11631c80  |
         311.8164   |        9d |            |      |  23244.838  -   55305.627 | 3d6.(5D).4s.4p.(3P*)  | z 7F* | 1   | 3d6.4s.(6D).6s        | 5D       | 1   |   3 - 3   |    |                   |  L11631c80  |
         311.9038   |         0 |            |      |  22249.429  -   54301.340 | 3d7.(2G).4s           | a 3G  | 3   | 3d6.(3D).4s.4p.(3P*)  | 5D*      | 4   |   7 - 9   |    |                   |  L11631c80  |
         311.9181   |         1 |            |      |  27166.820  -   59217.204 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 4   | 3d6.4s.(6D<9/2>).6d   | 2[5/2]   | 3   |   9 - 7   |    |                   |  L11631c80  |
         311.94947  |      4370 | 8.28e+06   | B    |  19621.006  -   51668.186 | 3d6.4s2               | a 3H  | 5   | 3d7.(2H).4p           | u 3G*    | 4   |  11 - 9   |    |             T5720 |     L11631  |
         311.95812  |       309 |            |      |  11976.239  -   44022.525 | 3d7.(4F).4s           | a 3F  | 4   | 3d6.(3F2).4s.4p.(3P*) | v 5D*    | 4   |   9 - 9   |    |                   |     L11631  |
         312.0018   |    0d,bl? |            |      |  20874.482  -   52916.295 | 3d6.4s2               | b 3F2 | 3   | 3d7.(2D2).4p          | v 3P*    | 2   |   7 - 5   |    |                   |  L11631c80  |
         312.02320  |       170 |            |      |  22249.429  -   54289.034 | 3d7.(2G).4s           | a 3G  | 3   | 3d7.(4F).5p           | 3F*      | 3   |   7 - 7   |    |                   |     L11631  |
         312.04351  |      3800 | 7.26e+06   | B    |  19788.251  -   51825.773 | 3d6.4s2               | a 3H  | 4   | 3d7.(2H).4p           | u 3G*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         312.08752  |       650 |            |      |  26479.381  -   58512.387 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 1   | 3d6.4s.(4D).4d        | 5F       | 2   |   3 - 5   |    |                   |     L11631  |
         312.1490   |        0? |            |      |  24180.862  -   56207.552 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 3   | 3d6.4s.(6D).5d        | 5D       | 4   |   7 - 9   |    |                   |  L11631c80  |
         312.1777   |         5 |            |      |  26339.696  -   58363.424 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.4s.(4D).4d        | 5F       | 1   |   5 - 3   |    |                   |  L11631c80  |
         312.22945  |       407 |            |      |  21999.130  -   54017.581 | 3d7.(2G).4s           | a 3G  | 4   | 3d7.(4F).5p           | 3G*      | 4   |   9 - 9   |    |                   |     L11631  |
         312.2324   |         1 |            |      |  24574.655  -   56592.703 | 3d7.(2G).4s           | a 1G  | 4   | 3d6.(1G2).4s.4p.(3P*) | u 3F*    | 4   |   9 - 9   |    |                   |  L11631c80  |
         312.2536   |         0 |            |      |  27166.820  -   59182.72  | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 4   | 3d6.4s.(6D<9/2>).6d   | 2[11/2]  | 5   |   9 - 11  |    |                   |  L11631c80  |
         312.2667   |         2 |            |      |  21999.130  -   54013.752 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3D).4s.4p.(3P*)  | 5F*      | 5   |   9 - 11  |    |                   |  L11631c80  |
         312.3129   |      (0)? |            |      |  27559.583  -   59569.374 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 2   | 3d6.4s.(6D<7/2>).6d   | 2[3/2]   | 2   |   5 - 5   |    |                   |  L11631c81  |
         312.3199   |       0d? |            |      |  19621.006  -   51630.178 | 3d6.4s2               | a 3H  | 5   | 3d6.(3H).4s.4p.(3P*)  | 1H*      | 5   |  11 - 11  |    |                   |  L11631c80  |
         312.3264   |         1 |            |      |  17550.181  -   49558.734 | 3d7.(4P).4s           | a 5P  | 3   | 3d6.(5D).4s (6D).5p   | n 7D*    | 4   |   7 - 9   |    |                   |  L11631c80  |
         312.3350   |         4 |            |      |  19562.439  -   51570.097 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 4   | 3d6.(5D).4s (6D).4d   | e 7S     | 3   |   9 - 7   |    |                   |  L11631c80  |
         312.3551   |         2 |            |      |  21999.130  -   54004.718 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3D).4s.4p.(3P*)  | t 5P*    | 3   |   9 - 7   |    |                   |  L11631c80  |
         312.4093   |         1 |            |      |  20019.635  -   52019.669 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 1   | 3d6.(5D).4s (6D).4d   | e 5P     | 1   |   3 - 3   |    |                   |  L11631c80  |
         312.4886   |         5 |            |      |  26140.179  -   58132.081 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.4s.(4D).4d        | 5F       | 3   |   7 - 7   |    |                   |  L11631c80  |
         312.5037   |       0d? |            |      |  12560.934  -   44551.335 | 3d7.(4F).4s           | a 3F  | 3   | 3d6.(3F2).4s.4p.(3P*) | w 5F*    | 3   |   7 - 7   |    |                   |  L11631c80  |
         312.5269   |         3 |            |      |  22249.429  -   54237.415 | 3d7.(2G).4s           | a 3G  | 3   | 3d6.(3G).4s.4p.(3P*)  | t 3G*    | 4   |   7 - 9   |    |                   |  L11631c80  |
         312.5646   |     10bl* |            |      |  21999.130  -   53983.293 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3G).4s.4p.(3P*)  | t 3G*    | 5   |   9 - 11  |    |                   |  L11631c80  |
         312.5646   |     10bl* |            |      |  19350.891  -   51334.911 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 5   | 3d6.(5D).4s (6D).4d   | e 7G     | 4   |  11 - 9   |    |                   |  L11631c80  |
         312.56503  |      6200 | 2.12e+06   | C    |   7985.785  -   39969.853 | 3d7.(4F).4s           | a 5F  | 2   | 3d6.(5D).4s.4p.(1P*)  | x 5D*    | 3   |   5 - 7   |    |             T5720 |     L11631  |
         312.56823  |      6300 | 8.46e+06   | B    |  19390.168  -   51373.910 | 3d6.4s2               | a 3H  | 6   | 3d7.(2H).4p           | u 3G*    | 5   |  13 - 11  |    |             T5720 |     L11631  |
         312.5694   |      10bl |            |      |  26351.040  -   58334.613 | 3d7.(2H).4s           | b 3H  | 5   | 3d6.(3H).4s.4p.(1P*)  | 3G*      | 4   |  11 - 9   |    |                   |  L11631c80  |
         312.61763  |      1350 |            |      |  26140.179  -   58118.875 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.4s.(4D).4d        | 5F       | 4   |   7 - 9   |    |                   |     L11631  |
         312.6754   |         3 |            |      |  26627.609  -   58600.344 | 3d7.(2H).4s           | b 3H  | 4   | 3d6.(3H).4s.4p.(1P*)  | 3G*      | 3   |   9 - 7   |    |                   |  L11631c80  |
         312.6837   |     (0)bl |            |      |  20641.110  -   52613.090 | 3d6.4s2               | b 3F2 | 4   | 3d7.(2H).4p           | w 3H*    | 5   |   9 - 11  |    |                   |  L11631c81  |
         312.7125   |       0d? |            |      |  22838.323  -   54807.250 | 3d7.(4P).4s           | b 3P  | 2   | 3d7.(4F).5p           | 3D*      | 1   |   5 - 3   |    |                   |  L11631c80  |
         312.88978  |       398 |            |      |  12560.934  -   44511.812 | 3d7.(4F).4s           | a 3F  | 3   | 3d7.(4P).4p           | y 5S*    | 2   |   7 - 5   |    |                   |     L11631  |
         312.93329  |      1290 | 9.05e+05   | D+   |  11976.239  -   43922.668 | 3d7.(4F).4s           | a 3F  | 4   | 3d6.(3P2).4s.4p.(3P*) | w 5D*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         312.9801   |         0 |            |      |  23192.500  -   55134.168 | 3d6.(5D).4s.4p.(3P*)  | z 7F* | 2   | 3d6.4s.(6D).6s        | 5D       | 2   |   5 - 5   |    |                   |  L11631c80  |
         313.0205   |       0d? |            |      |  26874.550  -   58812.015 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 5   | 3d7.(4F).5d           | 3G       | 5   |  11 - 11  |    |                   |  L11631c80  |
         313.1235   |         0 |            |      |  17550.181  -   49477.127 | 3d7.(4P).4s           | a 5P  | 3   | 3d6.(3F2).4s.4p.(3P*) | 1F*      | 3   |   7 - 7   |    |                   |  L11631c80  |
         313.1455   |         0 |            |      |  19912.495  -   51837.238 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 2   | 3d6.(5D).4s (6D).4d   | e 5P     | 3   |   5 - 7   |    |                   |  L11631c80  |
         313.25177  |       680 | 3.39e+07   | C+   |  25899.989  -   57813.942 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 4   | 3d6.(5D).4s (4D).4d   | i 5D     | 3   |   9 - 7   |    |             T5720 |     L11631  |
         313.2649   |         3 |            |      |  26105.908  -   58018.561 | 3d7.(2H).4s           | b 3H  | 6   | 3d6.(3H).4s.4p.(1P*)  | 3G*      | 5   |  13 - 11  |    |                   |  L11631c80  |
         313.3170   |       0bl |            |      |  26224.969  -   58132.249 | 3d7.(2D2).4s          | a 3D  | 3   | 3d6.4s.(4D).5p        | 3D*      | 2   |   7 - 5   |    |                   |  L11631c80  |
         313.3963   |       0d? |            |      |  19562.439  -   51461.670 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 4   | 3d6.(5D).4s (6D).4d   | f 5F     | 4   |   9 - 9   |    |                   |  L11631c80  |
         313.41098  |      5800 | 7.86e+05   | C    |   7728.060  -   39625.804 | 3d7.(4F).4s           | a 5F  | 3   | 3d6.(5D).4s.4p.(1P*)  | x 5D*    | 4   |   7 - 9   |    |             T5720 |     L11631  |
         313.4248   |        0d |            |      |  26623.735  -   58520.003 | 3d7.(2D2).4s          | a 3D  | 2   | 3d6.4s.(4D).5p        | 5D*      | 1   |   5 - 3   |    |                   |  L11631c80  |
         313.4412   |         4 |            |      |  21715.732  -   53610.412 | 3d7.(2G).4s           | a 3G  | 5   | 3d7.(4F).5p           | 5D*      | 4   |  11 - 9   |    |                   |  L11631c80  |
         313.4639   |         1 |            |      |  21999.130  -   53891.526 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3D).4s.4p.(3P*)  | 5D*      | 3   |   9 - 7   |    |                   |  L11631c80  |
         313.4934   |       0d? |            |      |  23244.838  -   55134.168 | 3d6.(5D).4s.4p.(3P*)  | z 7F* | 1   | 3d6.4s.(6D).6s        | 5D       | 2   |   3 - 5   |    |                   |  L11631c80  |
         313.54571  |       251 |            |      |  26479.381  -   58363.424 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 1   | 3d6.4s.(4D).4d        | 5F       | 1   |   3 - 3   |    |                   |     L11631  |
         313.55905  |       263 |            |      |  21999.130  -   53881.806 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3D).4s.4p.(3P*)  | 5F*      | 4   |   9 - 9   |    |                   |     L11631  |
         313.58604  |     372bl | 4.86e+05   | D+   |  19788.251  -   51668.186 | 3d6.4s2               | a 3H  | 4   | 3d7.(2H).4p           | u 3G*    | 4   |   9 - 9   |    |             T6110 |     L11631  |
         313.65006  |       490 |            |      |  26339.696  -   58213.124 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.4s.(4D).4d        | 5P       | 2   |   5 - 5   |    |                   |     L11631  |
         313.6761   |         0 |            |      |  21715.732  -   53586.510 | 3d7.(2G).4s           | a 3G  | 5   | 3d7.(4F).5p           | 5G*      | 5   |  11 - 11  |    |                   |  L11631c80  |
         313.7021   |      1bl* |            |      |  22996.674  -   54864.831 | 3d6.(5D).4s.4p.(3P*)  | z 7F* | 4   | 3d6.4s.(6D).6s        | 5D       | 3   |   9 - 7   |    |                   |  L11631c80  |
         313.7021   |      1bl* |            |      |  22838.323  -   54706.387 | 3d7.(4P).4s           | b 3P  | 2   | 3d7.(4F).5p           | 3F*      | 2   |   5 - 5   |    |                   |  L11631c80  |
         313.7781   |         1 |            |      |  22946.816  -   54807.250 | 3d7.(4P).4s           | b 3P  | 1   | 3d7.(4F).5p           | 3D*      | 1   |   3 - 3   |    |                   |  L11631c80  |
         313.8398   |       0d? |            |      |  12560.934  -   44415.074 | 3d7.(4F).4s           | a 3F  | 3   | 3d6.(3F2).4s.4p.(3P*) | w 5F*    | 4   |   7 - 9   |    |                   |  L11631c80  |
         313.85142  |       309 |            |      |  21999.130  -   53852.114 | 3d7.(2G).4s           | a 3G  | 4   | 3d7.(4F).5p           | 5G*      | 4   |   9 - 9   |    |                   |     L11631  |
         313.9023   |        1d |            |      |  27666.348  -   59514.13  | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 1   | 3d6.4s.(6D<7/2>).6d   | 2[5/2]   | 2   |   3 - 5   |    |                   |  L11631c80  |
         313.9605   |       0d? |            |      |  19788.251  -   51630.178 | 3d6.4s2               | a 3H  | 4   | 3d6.(3H).4s.4p.(3P*)  | 1H*      | 5   |   9 - 11  |    |                   |  L11631c80  |
         313.96598  |       209 |            |      |  19350.891  -   51192.273 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 5   | 3d6.(5D).4s (6D).4d   | e 7F     | 4   |  11 - 9   |    |                   |     L11631  |
         313.9918   |         7 |            |      |  21999.130  -   53837.851 | 3d7.(2G).4s           | a 3G  | 4   | 3d7.(4F).5p           | 3D*      | 3   |   9 - 7   |    |                   |  L11631c80  |
         314.03896  |       830 |            |      |  26140.179  -   57974.137 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.(5D).4s (4D).4d   | i 5D     | 2   |   7 - 5   |    |                   |     L11631  |
         314.1512   |       0d? |            |      |  27394.691  -   59217.204 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 3   | 3d6.4s.(6D<9/2>).6d   | 2[5/2]   | 3   |   7 - 7   |    |                   |  L11631c80  |
         314.1886   |       0bl |            |      |  21038.987  -   52857.804 | 3d6.4s2               | b 3F2 | 2   | 3d7.(2D2).4p          | t 3D*    | 1   |   5 - 3   |    |                   |  L11631c80  |
         314.24537  |      1380 | 3.93e+06   | C    |  19757.032  -   51570.097 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 3   | 3d6.(5D).4s (6D).4d   | e 7S     | 3   |   7 - 7   |    |             T5720 |     L11631  |
         314.2456   |       9bl |            |      |  26550.479  -   58363.424 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 0   | 3d6.4s.(4D).4d        | 5F       | 1   |   1 - 3   |    |                   |  L11631c80  |
         314.28887  |      2510 | 5.65e+06   | B    |  18378.186  -   50186.834 | 3d6.4s2               | a 3P2 | 2   | 3d7.(2P).4p           | w 3P*    | 2   |   5 - 5   |    |             T5720 |     L11631  |
         314.2895   |       8bl |            |      |  26224.969  -   58033.506 | 3d7.(2D2).4s          | a 3D  | 3   | 3d6.4s.(4D).5p        | 5D*      | 3   |   7 - 7   |    |                   |  L11631c80  |
         314.2944   |      0bl? |            |      |  24574.655  -   56382.662 | 3d7.(2G).4s           | a 1G  | 4   | 3d6.(1I).4s.4p.(3P*)  | u 3H*    | 5   |   9 - 11  |    |                   |  L11631c80  |
         314.32424  |      1780 | 1.27e+04   | C+   |      0.000  -   31805.071 | 3d6.4s2               | a 5D  | 4   | 3d6.(5D).4s.4p.(3P*)  | z 3F*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         314.39903  |      1950 | 6.10e+07   | B    |  25899.989  -   57697.493 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 4   | 3d6.(5D).4s (4D).4d   | i 5D     | 4   |   9 - 9   |    |             T5720 |     L11631  |
         314.4428   |         2 |            |      |  22249.429  -   54042.527 | 3d7.(2G).4s           | a 3G  | 3   | 3d7.(4F).5p           | 5F*      | 2   |   7 - 5   |    |                   |  L11631c80  |
         314.44965  |       830 |            |      |  26339.696  -   58132.081 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.4s.(4D).4d        | 5F       | 3   |   5 - 7   |    |                   |     L11631  |
         314.4923   |       2bl |            |      |  19621.006  -   51409.124 | 3d6.4s2               | a 3H  | 5   | 3d6.(3G).4s.4p.(3P*)  | x 3H*    | 4   |  11 - 9   |    |                   |  L11631c80  |
         314.50568  |       740 | 4.65e+06   | C+   |  24118.819  -   55905.536 | 3d6.4s2               | b 3G  | 4   | 3d6.(1G2).4s.4p.(3P*) | s 3G*    | 4   |   9 - 9   |    |             T5720 |     L11631  |
         314.5165   |        0? |            |      |  21999.130  -   53784.750 | 3d7.(2G).4s           | a 3G  | 4   | 3d7.(4F).5p           | 5D*      | 3   |   9 - 7   |    |                   |  L11631c80  |
         314.6270   |         1 |            |      |  26224.969  -   57999.461 | 3d7.(2D2).4s          | a 3D  | 3   | 3d6.4s.(4D).5p        | 3P*      | 2   |   7 - 5   |    |                   |  L11631c80  |
         314.6469   |         1 |            |      |  19562.439  -   51334.911 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 4   | 3d6.(5D).4s (6D).4d   | e 7G     | 4   |   9 - 9   |    |                   |  L11631c80  |
         314.6604   |       1bl |            |      |  26623.735  -   58394.864 | 3d7.(2D2).4s          | a 3D  | 2   | 3d6.4s.(4D).5p        | 3D*      | 1   |   5 - 3   |    |                   |  L11631c80  |
         314.6895   |         0 |            |      |  22249.429  -   54017.581 | 3d7.(2G).4s           | a 3G  | 3   | 3d7.(4F).5p           | 3G*      | 4   |   7 - 9   |    |                   |  L11631c80  |
         314.72911  |     380bl |            |      |  21999.130  -   53763.280 | 3d7.(2G).4s           | a 3G  | 4   | 3d7.(2D2).4p          | x 1F*    | 3   |   9 - 7   |    |                   |     L11631  |
         314.7601   |       5bl |            |      |  25899.989  -   57660.953 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 4   | 3d6.4s.(4D).4d        | 5F       | 5   |   9 - 11  |    |                   |  L11631c80  |
         314.7749   |       0d? |            |      |  22946.816  -   54706.387 | 3d7.(4P).4s           | b 3P  | 1   | 3d7.(4F).5p           | 3F*      | 2   |   3 - 5   |    |                   |  L11631c80  |
         314.77946  |       550 | 7.59e+06   | C+   |  24338.767  -   56097.836 | 3d6.4s2               | b 3G  | 3   | 3d6.(3G).4s.4p.(3P*)  | 1F*      | 3   |   7 - 7   |    |             T5720 |     L11631  |
         314.8165   |        2d |            |      |  22249.429  -   54004.718 | 3d7.(2G).4s           | a 3G  | 3   | 3d6.(3D).4s.4p.(3P*)  | t 5P*    | 3   |   7 - 7   |    |                   |  L11631c80  |
         314.8314   |         1 |            |      |  23110.939  -   54864.831 | 3d6.(5D).4s.4p.(3P*)  | z 7F* | 3   | 3d6.4s.(6D).6s        | 5D       | 3   |   7 - 7   |    |                   |  L11631c80  |
         314.84056  |       389 |            |      |  19621.006  -   51373.910 | 3d6.4s2               | a 3H  | 5   | 3d7.(2H).4p           | u 3G*    | 5   |  11 - 11  |    |                   |     L11631  |
         314.84652  |       295 |            |      |  19350.891  -   51103.191 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 5   | 3d6.(5D).4s (6D).4d   | f 5F     | 5   |  11 - 11  |    |                   |     L11631  |
         314.86807  |       151 |            |      |  17726.988  -   49477.127 | 3d7.(4P).4s           | a 5P  | 2   | 3d6.(3F2).4s.4p.(3P*) | 1F*      | 3   |   5 - 7   |    |                   |     L11631  |
         314.9495   |         0 |            |      |  23783.619  -   55525.562 | 3d6.4s2               | b 3G  | 5   | 3d6.(1G2).4s.4p.(3P*) | v 3H*    | 5   |  11 - 11  |    |                   |  L11631c80  |
         314.9723   |         1 |            |      |  27166.820  -   58906.436 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 4   |                       | 58906e   | 4   |   9 - 9   |    |                   |  L11631c80  |
         315.0200   |       0bl |            |      |  20019.635  -   51754.497 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 1   | 3d6.(5D).4s (6D).4d   | f 5F     | 1   |   3 - 3   |    |                   |  L11631c80  |
         315.0240   |         0 |            |      |  21999.130  -   53733.594 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3D).4s.4p.(3P*)  | 5F*      | 3   |   9 - 7   |    |                   |  L11631c80  |
         315.03066  |       427 |            |      |  26479.381  -   58213.124 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 1   | 3d6.4s.(4D).4d        | 5P       | 2   |   3 - 5   |    |                   |     L11631  |
         315.0759   |       0bl |            |      |  28819.954  -   60549.116 | 3d7.(2H).4s           | a 1H  | 5   | 3d6.(3H).4s.4p.(1P*)  | t 3H*    | 5   |  11 - 11  |    |                   |  L11631c80  |
         315.1102   |       0d? |            |      |  26406.465  -   58132.249 | 3d7.(2D2).4s          | a 3D  | 1   | 3d6.4s.(4D).5p        | 3D*      | 2   |   3 - 5   |    |                   |  L11631c80  |
         315.18653  |      1170 | 1.37e+04   | C+   |    415.933  -   32133.991 | 3d6.4s2               | a 5D  | 3   | 3d6.(5D).4s.4p.(3P*)  | z 3F*    | 2   |   7 - 5   |    |             T5720 |     L11631  |
         315.20043  |       200 |            |      |  26874.550  -   58591.206 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 5   | 3d7.(4F).5d           | 5F       | 5   |  11 - 11  |    |                   |     L11631  |
         315.2968   |         0 |            |      |  26627.609  -   58334.613 | 3d7.(2H).4s           | b 3H  | 4   | 3d6.(3H).4s.4p.(1P*)  | 3G*      | 4   |   9 - 9   |    |                   |  L11631c80  |
         315.3056   |      2bl* |            |      |  17726.988  -   49433.131 | 3d7.(4P).4s           | a 5P  | 2   | 3d7.(2G).4p           | w 3F*    | 2   |   5 - 5   |    |                   |  L11631c80  |
         315.3056   |      2bl* |            |      |  23783.619  -   55489.742 | 3d6.4s2               | b 3G  | 5   | 3d6.(1G2).4s.4p.(3P*) | v 3H*    | 6   |  11 - 13  |    |                   |  L11631c80  |
         315.31995  |      2950 | 7.91e+06   | B+   |  19757.032  -   51461.670 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 3   | 3d6.(5D).4s (6D).4d   | f 5F     | 4   |   7 - 9   |    |             T5720 |     L11631  |
         315.33134  |       590 | 2.63e+06   | B    |  19757.032  -   51460.518 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 3   | 3d6.(5D).4s (6D).4d   | e 7G     | 3   |   7 - 7   |    |             T5720 |     L11631  |
         315.4110   |        0? |            |      |  12968.554  -   44664.075 | 3d7.(4F).4s           | a 3F  | 2   | 3d6.(3F2).4s.4p.(3P*) | v 5D*    | 2   |   5 - 5   |    |                   |  L11631c80  |
         315.43849  |       269 |            |      |  17550.181  -   49242.886 | 3d7.(4P).4s           | a 5P  | 3   | 3d7.(2G).4p           | w 3F*    | 3   |   7 - 7   |    |                   |     L11631  |
         315.44293  |       209 |            |      |  26224.969  -   57917.254 | 3d7.(2D2).4s          | a 3D  | 3   | 3d6.4s.(4D).5p        | 3F*      | 4   |   7 - 9   |    |                   |     L11631  |
         315.4433   |       2bl |            |      |  22838.323  -   54530.653 | 3d7.(4P).4s           | b 3P  | 2   | 3d7.(4F).5p           | 5D*      | 2   |   5 - 5   |    |                   |  L11631c80  |
         315.44964  |      1020 | 4.64e+06   | B    |  19912.495  -   51604.103 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 2   | 3d6.(5D).4s (6D).4d   | f 5F     | 3   |   5 - 7   |    |             T5720 |     L11631  |
         315.5118   |       2bl |            |      |  20019.635  -   51705.014 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 1   | 3d6.(5D).4s (6D).4d   | f 5F     | 2   |   3 - 5   |    |                   |  L11631c80  |
         315.52932  |      1170 |            |      |  19621.006  -   51304.604 | 3d6.4s2               | a 3H  | 5   | 3d7.(2D2).4p          | v 3F*    | 4   |  11 - 9   |    |                   |     L11631  |
         315.57956  |       540 |            |      |  19390.168  -   51068.718 | 3d6.4s2               | a 3H  | 6   | 3d6.(3G).4s.4p.(3P*)  | x 3H*    | 5   |  13 - 11  |    |                   |     L11631  |
         315.62736  |      1260 | 6.36e+07   | C+   |  26140.179  -   57813.942 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.(5D).4s (4D).4d   | i 5D     | 3   |   7 - 7   |    |             T5720 |     L11631  |
         315.6421   |       0d? |            |      |  23192.500  -   54864.831 | 3d6.(5D).4s.4p.(3P*)  | z 7F* | 2   | 3d6.4s.(6D).6s        | 5D       | 3   |   5 - 7   |    |                   |  L11631c80  |
         315.64628  |     347bl |            |      |  24118.819  -   55790.696 | 3d6.4s2               | b 3G  | 4   | 3d6.(1G2).4s.4p.(3P*) | s 3G*    | 3   |   9 - 7   |    |                   |     L11631  |
