-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |      Rel. |    Aki     | Acc. |      Ei           Ek      |             Lower level             |              Upper level               |  gi   gk  |Type|               TP  |       Line  |
     Wavelength     |      Int. |   (s^-1)   |      |    (cm-1)       (cm-1)    |-------------------------------------|----------------------------------------|           |    |              Ref. |       Ref.  |
      Air (nm)      |           |            |      |                           | Conf.                 | Term  | J   | Conf.                 | Term     | J   |           |    |                   |             |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Wavelength    |  Rel      |    Aki     | Acc  |              Ei - Ek      | L Conf                |L Term | L J | U Conf                |U Term    | U J |   gi - gk |Type|             TP    |    Line     |
         304.2840   |        3* |            |      |  24574.655  -   57429.097 | 3d7.(2G).4s           | a 1G  | 4   | 3d6.4s.(6D<5/2>).4f   | 2[11/2]* | 5   |   9 - 11  |    |                   |  L11631c80  |
         304.3796   |       1bl |            |      |  26874.550  -   59718.724 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 5   | 3d6.4s.(6D<5/2>).6d   | 2[9/2]   | 5   |  11 - 11  |    |                   |  L11631c80  |
         304.4103   |    (0)bl? |            |      |  26105.908  -   58946.732 | 3d7.(2H).4s           | b 3H  | 6   | 3d6.(3H).4s.4p.(1P*)  | 3I*      | 6   |  13 - 13  |    |                   |  L11631c81  |
         304.4216   |         0 |            |      |  26140.179  -   58979.823 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.4s.(4D).4d        | 3D       | 2   |   7 - 5   |    |                   |  L11631c80  |
         304.4255   |         0 |            |      |  23711.456  -   56550.634 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 4   | 3d6.4s.(6D).5d        | 5G       | 5   |   9 - 11  |    |                   |  L11631c80  |
         304.50782  |      3390 | 6.97e+05   | B    |   7376.764  -   40207.091 | 3d7.(4F).4s           | a 5F  | 4   | 3d5.(6S).4s2.4p       | y 7P*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         304.55885  |       191 | 1.78e+06   | C+   |  19788.251  -   52613.090 | 3d6.4s2               | a 3H  | 4   | 3d7.(2H).4p           | w 3H*    | 5   |   9 - 11  |    |             T5720 |     L11631  |
         304.5746   |         1 |            |      |  18378.186  -   51201.289 | 3d6.4s2               | a 3P2 | 2   | 3d7.(2D2).4p          | v 3F*    | 2   |   5 - 5   |    |                   |  L11631c80  |
         304.6505   |       0d? |            |      |  26339.696  -   59154.662 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.4s.(4D).4d        | 3S       | 1   |   5 - 3   |    |                   |  L11631c80  |
         304.6643   |         2 |            |      |  24506.917  -   57320.347 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 2   | 3d6.4s.(6D).5d        | 7G       | 1   |   5 - 3   |    |                   |  L11631c80  |
         304.6803   |         1 |            |      |  21999.130  -   54810.856 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3G).4s.4p.(3P*)  | w 1G*    | 4   |   9 - 9   |    |                   |  L11631c80  |
         304.69238  |        89 |            |      |  19621.006  -   52431.447 | 3d6.4s2               | a 3H  | 5   | 3d7.(2H).4p           | w 3H*    | 6   |  11 - 13  |    |                   |     L11631  |
         304.70491  |        89 |            |      |  23783.619  -   56592.703 | 3d6.4s2               | b 3G  | 5   | 3d6.(1G2).4s.4p.(3P*) | u 3F*    | 4   |  11 - 9   |    |                   |     L11631  |
         304.7204   |       0bl |            |      |  22946.816  -   55754.233 | 3d7.(4P).4s           | b 3P  | 1   | 3d7.(2D2).4p          | w 1D*    | 2   |   3 - 5   |    |                   |  L11631c80  |
         304.7454   |       0d? |            |      |  23711.456  -   56516.218 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 4   | 3d7.(4F).6s           | 5F       | 4   |   9 - 9   |    |                   |  L11631c80  |
         304.76043  |         r | 2.84e+07   | A    |    704.007  -   33507.123 | 3d6.4s2               | a 5D  | 2   | 3d7.(4F).4p           | y 5D*    | 3   |   5 - 7   |    |             T3547 |     L11631  |
         304.8001   |        0d |            |      |  21038.987  -   53837.851 | 3d6.4s2               | b 3F2 | 2   | 3d7.(4F).5p           | 3D*      | 3   |   5 - 7   |    |                   |  L11631c80  |
         304.9144   |       0d? |            |      |  20874.482  -   53661.079 | 3d6.4s2               | b 3F2 | 3   | 3d7.(4F).5p           | 5F*      | 3   |   7 - 7   |    |                   |  L11631c80  |
         304.93526  |       209 |            |      |  24506.917  -   57291.238 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 2   | 3d6.4s.(6D).5d        | 7P       | 2   |   5 - 5   |    |                   |     L11631  |
         304.9538   |         2 |            |      |  25899.989  -   58682.322 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 4   | 3d6.4s.(4D).4d        | 3D       | 3   |   9 - 7   |    |                   |  L11631c80  |
         305.0770   |     0d,bl |            |      |  24574.655  -   57343.828 | 3d7.(2G).4s           | a 1G  | 4   | 3d6.4s.(6D).6p        | 5F*      | 3   |   9 - 7   |    |                   |  L11631c80  |
         305.2491   |         1 |            |      |  23711.456  -   56462.016 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 4   | 3d6.4s.(6D).5d        | 7P       | 3   |   9 - 7   |    |                   |  L11631c80  |
         305.30654  |      2040 | 1.53e+07   | B    |  19552.478  -   52296.920 | 3d6.4s2               | a 3P2 | 1   | 3d7.(2P).4p           | u 3D*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         305.34281  |       457 |            |      |  23711.456  -   56452.018 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 4   | 3d6.4s.(6D).5d        | 7D       | 4   |   9 - 9   |    |                   |     L11631  |
         305.34533  |       245 | 1.17e+05   | C+   |   8154.714  -   40894.990 | 3d7.(4F).4s           | a 5F  | 1   | 3d6.(3P2).4s.4p.(3P*) | z 5S*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         305.3755   |         1 |            |      |  26224.969  -   58961.996 | 3d7.(2D2).4s          | a 3D  | 3   | 3d6.4s.(4D).5p        | 3F*      | 2   |   7 - 5   |    |                   |  L11631c80  |
         305.3855   |       0d? |            |      |  20874.482  -   53610.412 | 3d6.4s2               | b 3F2 | 3   | 3d7.(4F).5p           | 5D*      | 4   |   7 - 9   |    |                   |  L11631c80  |
         305.52622  |     10000 | 9.48e+06   | B+   |  12560.934  -   45281.833 | 3d7.(4F).4s           | a 3F  | 3   | 3d6.(3P2).4s.4p.(3P*) | x 3D*    | 2   |   7 - 5   |    |             T5720 |     L11631  |
         305.52933  |       257 |            |      |  23711.456  -   56432.021 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 4   | 3d6.4s.(6D).5d        | 7D       | 5   |   9 - 11  |    |                   |     L11631  |
         305.5356   |       2bl |            |      |  27166.820  -   59886.70  | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 4   | 3d6.4s.(6D<5/2>).6d   | 2[7/2]   | 3   |   9 - 7   |    |                   |  L11631c80  |
         305.56815  |       158 |            |      |  20641.110  -   53357.515 | 3d6.4s2               | b 3F2 | 4   | 3d6.(3G).4s.4p.(3P*)  | x 3F*    | 3   |   9 - 7   |    |                   |     L11631  |
         305.6101   |      0bl* |            |      |  24506.917  -   57218.827 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 2   | 3d7.(4F).6s           | 3F       | 3   |   5 - 7   |    |                   |  L11631c80  |
         305.6101   |      0bl* |            |      |  27166.820  -   59878.64  | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 4   | 3d6.4s.(6D<5/2>).6d   | 2[7/2]   | 4   |   9 - 9   |    |                   |  L11631c80  |
         305.62416  |       269 |            |      |  21038.987  -   53749.405 | 3d6.4s2               | b 3F2 | 2   | 3d6.(3G).4s.4p.(3P*)  | x 3F*    | 2   |   5 - 5   |    |                   |     L11631  |
         305.6580   |         1 |            |      |  24506.917  -   57213.744 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 2   | 3d6.4s.(6D).5d        | 7F       | 1   |   5 - 3   |    |                   |  L11631c80  |
         305.74456  |    120000 | 3.13e+07   | B    |   6928.268  -   39625.804 | 3d7.(4F).4s           | a 5F  | 5   | 3d6.(5D).4s.4p.(1P*)  | x 5D*    | 4   |  11 - 9   |    |             T5720 |     L11631  |
         305.7584   |     0d,bl |            |      |  26339.696  -   59035.762 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.4s.(6D).7s        | 5D       | 2   |   5 - 5   |    |                   |  L11631c80  |
         305.7718   |         0 |            |      |  21038.987  -   53733.594 | 3d6.4s2               | b 3F2 | 2   | 3d6.(3D).4s.4p.(3P*)  | 5F*      | 3   |   5 - 7   |    |                   |  L11631c80  |
         305.77882  |       389 |            |      |   7728.060  -   40421.938 | 3d7.(4F).4s           | a 5F  | 3   | 3d5.(6S).4s2.4p       | y 7P*    | 4   |   7 - 9   |    |                   |     L11631  |
         305.7957   |         2 |            |      |  25899.989  -   58592.074 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 4   | 3d7.(4F).5d           | 5F       | 4   |   9 - 9   |    |                   |  L11631c80  |
         305.8038   |         3 |            |      |  25899.989  -   58591.206 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 4   | 3d7.(4F).5d           | 5F       | 5   |   9 - 11  |    |                   |  L11631c80  |
         305.8078   |      (0)? |            |      |  27394.691  -   60085.504 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 3   | 3d6.4s.(6D<3/2>).6d   | 2[5/2]   | 2   |   7 - 5   |    |                   |  L11631c81  |
         305.8362   |       1bl |            |      |  20641.110  -   53328.835 | 3d6.4s2               | b 3F2 | 4   | 3d7.(4F).5p           | 3F*      | 4   |   9 - 9   |    |                   |  L11631c80  |
         305.84912  |       309 |            |      |  26105.908  -   58792.255 | 3d7.(2H).4s           | b 3H  | 6   | 3d6.(3H).4s.4p.(1P*)  | 3I*      | 7   |  13 - 15  |    |                   |     L11631  |
         305.90856  |    204000 | 1.63e+07   | C+   |    415.933  -   33095.941 | 3d6.4s2               | a 5D  | 3   | 3d7.(4F).4p           | y 5D*    | 4   |   7 - 9   |    |             T5720 |     L11631  |
         305.9530   |         0 |            |      |  26479.381  -   59154.662 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 1   | 3d6.4s.(4D).4d        | 3S       | 1   |   3 - 3   |    |                   |  L11631c80  |
         306.05376  |       372 | 6.75e+06   | D+   |  24118.819  -   56783.322 | 3d6.4s2               | b 3G  | 4   | 3d6.(1G2).4s.4p.(3P*) | u 3F*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         306.0626   |         3 |            |      |  24180.862  -   56844.475 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 3   | 3d6.4s.(6D).5d        | 7P       | 4   |   7 - 9   |    |                   |  L11631c80  |
         306.07764  |       229 |            |      |  24180.862  -   56842.811 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 3   | 3d6.4s.(6D).5d        | 7D       | 2   |   7 - 5   |    |                   |     L11631  |
         306.09831  |    1580bl | 9.08e+05   | B    |  12560.934  -   45220.681 | 3d7.(4F).4s           | a 3F  | 3   | 3d6.(3P2).4s.4p.(3P*) | x 3D*    | 3   |   7 - 7   |    |             T5720 |     L11631  |
         306.1107   |       0d? |            |      |  24118.819  -   56777.262 | 3d6.4s2               | b 3G  | 4   | 3d6.4s.(6D<9/2>).4f   | 2[5/2]*  | 3   |   9 - 7   |    |                   |  L11631c80  |
         306.1162   |         0 |            |      |  21038.987  -   53696.867 | 3d6.4s2               | b 3F2 | 2   | 3d6.(3D).4s.4p.(3P*)  | 5F*      | 1   |   5 - 3   |    |                   |  L11631c80  |
         306.1969   |       0d? |            |      |  26874.550  -   59523.88  | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 5   | 3d6.(5D).4p2.(3P)     | 7F       | 5   |  11 - 11  |    |                   |  L11631c80  |
         306.2164   |       0d? |            |      |  24118.819  -   56766.053 | 3d6.4s2               | b 3G  | 4   | 3d6.4s.(6D<9/2>).4f   | 2[7/2]*  | 3   |   9 - 7   |    |                   |  L11631c80  |
         306.2826   |         0 |            |      |  26339.696  -   58979.823 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.4s.(4D).4d        | 3D       | 2   |   5 - 5   |    |                   |  L11631c80  |
         306.2873   |     1d,bl |            |      |  23783.619  -   56423.283 | 3d6.4s2               | b 3G  | 5   | 3d6.(1I).4s.4p.(3P*)  | u 3H*    | 4   |  11 - 9   |    |                   |  L11631c80  |
         306.3151   |         1 |            |      |  17550.181  -   50186.834 | 3d7.(4P).4s           | a 5P  | 3   | 3d7.(2P).4p           | w 3P*    | 2   |   7 - 5   |    |                   |  L11631c80  |
         306.39292  |       510 |            |      |  19552.478  -   52180.820 | 3d6.4s2               | a 3P2 | 1   | 3d7.(2P).4p           | 1P*      | 1   |   3 - 3   |    |                   |     L11631  |
         306.4020   |         3 |            |      |  24180.862  -   56808.267 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 3   | 3d7.(4F).6s           | 3F       | 4   |   7 - 9   |    |                   |  L11631c80  |
         306.4695   |       0d? |            |      |  25899.989  -   58520.163 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 4   | 3d6.(5D).4s (4D).4d   | g 5G     | 4   |   9 - 9   |    |                   |  L11631c80  |
         306.4837   |         2 |            |      |  27559.583  -   60178.254 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 2   | 3d6.4s.(6D<1/2>).6d   | 2[3/2]   | 1   |   5 - 3   |    |                   |  L11631c80  |
         306.64787  |      1000 | 9.11e+06   | B    |  21999.130  -   54600.350 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3G).4s.4p.(3P*)  | t 3G*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         306.6486   |       6bl |            |      |  26874.550  -   59475.63  | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 5   | 3d6.4s.(6D<7/2>).6d   | 2[7/2]   | 4   |  11 - 9   |    |                   |  L11631c80  |
         306.6689   |         1 |            |      |  23783.619  -   56382.662 | 3d6.4s2               | b 3G  | 5   | 3d6.(1I).4s.4p.(3P*)  | u 3H*    | 5   |  11 - 11  |    |                   |  L11631c80  |
         306.6812   |         0 |            |      |  26479.381  -   59077.084 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 1   |                       | 59077e   | 1   |   3 - 3   |    |                   |  L11631c80  |
         306.69968  |       437 | 1.71e+07   | C+   |  26351.040  -   58946.732 | 3d7.(2H).4s           | b 3H  | 5   | 3d6.(3H).4s.4p.(1P*)  | 3I*      | 6   |  11 - 13  |    |             T5720 |     L11631  |
         306.71181  |     13500 | 3.89e+06   | B+   |  12968.554  -   45562.974 | 3d7.(4F).4s           | a 3F  | 2   | 3d6.(3H).4s.4p.(3P*)  | y 3G*    | 3   |   5 - 7   |    |             T5720 |     L11631  |
         306.72437  |     68000 | 3.12e+07   | C+   |   7376.764  -   39969.853 | 3d7.(4F).4s           | a 5F  | 4   | 3d6.(5D).4s.4p.(1P*)  | x 5D*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         306.79480  |       510 |            |      |  21715.732  -   54301.340 | 3d7.(2G).4s           | a 3G  | 5   | 3d6.(3D).4s.4p.(3P*)  | 5D*      | 4   |  11 - 9   |    |                   |     L11631  |
         306.81733  |      7100 | 1.11e+07   | B+   |  12968.554  -   45551.767 | 3d7.(4F).4s           | a 3F  | 2   | 3d6.(3P2).4s.4p.(3P*) | x 3D*    | 1   |   5 - 3   |    |             T5720 |     L11631  |
         306.8301   |       0d? |            |      |  25899.989  -   58481.855 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 4   | 3d6.4s.(4D).4d        | 5P       | 3   |   9 - 7   |    |                   |  L11631c80  |
         306.8451   |         1 |            |      |  25899.989  -   58480.308 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 4   | 3d6.4s.(6D).7s        | 7D       | 3   |   9 - 7   |    |                   |  L11631c80  |
         306.8726   |         2 |            |      |  24506.917  -   57084.281 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 2   | 3d6.4s.(6D).5d        | 7F       | 3   |   5 - 7   |    |                   |  L11631c80  |
         306.8940   |        0? |            |      |  11976.239  -   44551.335 | 3d7.(4F).4s           | a 3F  | 4   | 3d6.(3F2).4s.4p.(3P*) | w 5F*    | 3   |   9 - 7   |    |                   |  L11631c80  |
         306.9332   |         3 |            |      |  24506.917  -   57077.843 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 2   | 3d6.4s.(6D).5d        | 5F       | 1   |   5 - 3   |    |                   |  L11631c80  |
         306.9440   |         5 |            |      |  26140.179  -   58710.047 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.(5D).4s (4D).4d   | g 5G     | 3   |   7 - 7   |    |                   |  L11631c80  |
         307.0033   |       0bl |            |      |  24506.917  -   57070.371 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 2   | 3d6.4s.(6D).5d        | 7D       | 3   |   5 - 7   |    |                   |  L11631c80  |
         307.0226   |         0 |            |      |  22249.429  -   54810.856 | 3d7.(2G).4s           | a 3G  | 3   | 3d6.(3G).4s.4p.(3P*)  | w 1G*    | 4   |   7 - 9   |    |                   |  L11631c80  |
         307.0540   |       0d? |            |      |  19552.478  -   52110.601 | 3d6.4s2               | a 3P2 | 1   | 3d6.(5D).4s (6D).5p   | u 5P*    | 1   |   3 - 3   |    |                   |  L11631c80  |
         307.0694   |       0bl |            |      |  26479.381  -   59035.762 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 1   | 3d6.4s.(6D).7s        | 5D       | 2   |   3 - 5   |    |                   |  L11631c80  |
         307.0785   |       0d? |            |      |  26406.465  -   58961.996 | 3d7.(2D2).4s          | a 3D  | 1   | 3d6.4s.(4D).5p        | 3F*      | 2   |   3 - 5   |    |                   |  L11631c80  |
         307.11249  |     660bl |            |      |  27166.820  -   59718.724 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 4   | 3d6.4s.(6D<5/2>).6d   | 2[9/2]   | 5   |   9 - 11  |    |                   |     L11631  |
         307.1277   |       0bl |            |      |  23783.619  -   56333.960 | 3d6.4s2               | b 3G  | 5   | 3d6.(1I).4s.4p.(3P*)  | u 3H*    | 6   |  11 - 13  |    |                   |  L11631c80  |
         307.1428   |         0 |            |      |  24506.917  -   57055.616 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 2   | 3d6.4s.(6D).5d        | 5G       | 3   |   5 - 7   |    |                   |  L11631c80  |
         307.1679   |         1 |            |      |  24180.862  -   56726.892 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 3   | 3d6.4s.(6D).5d        | 5F       | 3   |   7 - 7   |    |                   |  L11631c80  |
         307.2046   |         2 |            |      |  26140.179  -   58682.322 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.4s.(4D).4d        | 3D       | 3   |   7 - 7   |    |                   |  L11631c80  |
         307.2293   |         3 |            |      |  24180.862  -   56720.409 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 3   | 3d6.4s.(6D).5d        | 5S       | 2   |   7 - 5   |    |                   |  L11631c80  |
         307.2487   |         2 |            |      |  27559.583  -   60097.024 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 2   | 3d6.4s.(6D<3/2>).6d   | 2[7/2]   | 3   |   5 - 7   |    |                   |  L11631c80  |
         307.3235   |         2 |            |      |  24574.655  -   57104.217 | 3d7.(2G).4s           | a 1G  | 4   | 3d6.(1I).4s.4p.(3P*)  | x 3I*    | 5   |   9 - 11  |    |                   |  L11631c80  |
         307.3871   |       0d? |            |      |  24335.766  -   56858.653 | 3d7.(2P).4s           | c 3P  | 2   | 3d6.(1G2).4s.4p.(3P*) | u 3F*    | 2   |   5 - 5   |    |                   |  L11631c80  |
         307.39783  |       437 | 3.83e+06   | C    |  21715.732  -   54237.415 | 3d7.(2G).4s           | a 3G  | 5   | 3d6.(3G).4s.4p.(3P*)  | t 3G*    | 4   |  11 - 9   |    |             T5720 |     L11631  |
         307.41479  |       479 |            |      |  24338.767  -   56858.653 | 3d6.4s2               | b 3G  | 3   | 3d6.(1G2).4s.4p.(3P*) | u 3F*    | 2   |   7 - 5   |    |                   |     L11631  |
         307.4693   |       0bl |            |      |  20874.482  -   53388.637 | 3d6.4s2               | b 3F2 | 3   | 3d7.(4F).5p           | 5F*      | 4   |   7 - 9   |    |                   |  L11631c80  |
         307.57194  |     41700 | 3.14e+07   | C+   |   7728.060  -   40231.336 | 3d7.(4F).4s           | a 5F  | 3   | 3d6.(5D).4s.4p.(1P*)  | x 5D*    | 2   |   7 - 5   |    |             T5720 |     L11631  |
         307.5996   |     (0)bl |            |      |  26479.381  -   58979.823 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 1   | 3d6.4s.(4D).4d        | 3D       | 2   |   3 - 5   |    |                   |  L11631c81  |
         307.6277   |         0 |            |      |  24506.917  -   57004.359 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 2   | 3d6.4s.(6D).5d        | 7D       | 1   |   5 - 3   |    |                   |  L11631c80  |
         307.6759   |         0 |            |      |  24180.862  -   56673.145 | 3d6.(5D).4s.4p.(3P*)  | z 7P* | 3   | 3d6.4s.(6D).5d        | 5G       | 4   |   7 - 9   |    |                   |  L11631c80  |
         307.7013   |       (1) |            |      |  24574.655  -   57064.346 | 3d7.(2G).4s           | a 1G  | 4   | 3d6.4s.(6D).6p        | 5F*      | 4   |   9 - 9   |    |                   |  L11631c81  |
         307.7548   |         1 |            |      |  27394.691  -   59878.64  | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 3   | 3d6.4s.(6D<5/2>).6d   | 2[7/2]   | 4   |   7 - 9   |    |                   |  L11631c80  |
         307.76357  |     468bl |            |      |  20874.482  -   53357.515 | 3d6.4s2               | b 3F2 | 3   | 3d6.(3G).4s.4p.(3P*)  | x 3F*    | 3   |   7 - 7   |    |                   |     L11631  |
         307.80155  |      3160 | 3.11e+05   | C+   |   7728.060  -   40207.091 | 3d7.(4F).4s           | a 5F  | 3   | 3d5.(6S).4s2.4p       | y 7P*    | 3   |   7 - 7   |    |             T5720 |     L11631  |
         307.8354   |         0 |            |      |  27559.583  -   60035.04  | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 2   | 3d6.4s.(6D<3/2>).6d   | 2[3/2]   | 2   |   5 - 5   |    |                   |  L11631c80  |
