-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    Observed    |   Rel. |    Aki     | Acc. |      Ei           Ek       |              Lower level              |              Upper level               |  gi   gk  |Type|      TP  |  Line  |
   Wavelength   |   Int. |   (s^-1)   |      |    (cm-1)       (cm-1)     |---------------------------------------|----------------------------------------|           |    |     Ref. |  Ref.  |
    Air (nm)    |        |            |      |                            | Conf.                 | Term    | J   | Conf.                 | Term     | J   |           |    |          |        |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Wavelength    |  Rel   |    Aki     | Acc  |              Ei - Ek       | L Conf                |L Term   | L J | U Conf                |U Term    | U J |   gi - gk |Type|  TP      |   Line |
       322.147  |     30 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       322.234  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       322.3506 |     60 |            |      |  332802.21  -   363815.38  | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).5f | 2[5/2]   | 2   |   5 - 5   |    |          |  L914  |
       322.437  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       322.5290 |     35 |            |      |  332841.93  -   363837.94  | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).5f | 2[7/2]   | 4   |   7 - 9   |    |          |  L914  |
       322.5977 |    450 | 1.8e+07    | E    |  300507.11  -   331496.51  | 2s2.2p5.3p            | 3P      | 1   | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]*  | 2   |   3 - 5   |    | T7663c78 |  L914  |
       322.911  |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       323.141  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       323.4927 |    700 | 1.83e+07   | B    |  299885.37  -   330789.05  | 2s2.2p5.3p            | 1P      | 1   | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]*  | 2   |   3 - 5   |    |    T7663 |  L914  |
       323.670  |     20 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       323.820  |     12 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       323.922  |     15 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       324.0324 |     40 |            |      |  332962.57  -   363814.78  | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).5f | 2[5/2]   | 3   |   5 - 7   |    |          |  L914  |
       324.206  |     15 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       324.452  |     15 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       324.488  |     20 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       324.742  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       324.791  |     20 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       324.846  |     35 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       325.0949 |    400 | 9.65e+06   | C+   |  299885.37  -   330636.75  | 2s2.2p5.3p            | 1P      | 1   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]*  | 1   |   3 - 3   |    |    T7663 |  L914  |
       325.168  |    300 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       325.439  |     30 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       325.471  |     30 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       325.511  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       325.7964 |   1500 | 1.03e+08   | B+   |  300103.92  -   330789.05  | 2s2.2p5.3p            | 3P      | 2   | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]*  | 2   |   5 - 5   |    |    T6036 |  L914  |
       326.0210 |    650 | 4.65e+07   | B    |  299885.37  -   330549.35  | 2s2.2p5.3p            | 1P      | 1   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]*  | 0   |   3 - 1   |    |    T7663 |  L914  |
       326.167  |     30 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       326.238  |     30 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       326.359  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       326.831  |     25 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       327.158  |     25 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       327.274  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       327.4220 |    950 | 4.29e+07   | B    |  300103.92  -   330636.75  | 2s2.2p5.3p            | 3P      | 2   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]*  | 1   |   5 - 3   |    |    T6036 |  L914  |
       327.802  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       327.877  |     35 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       328.025  |     35 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       328.278  |     90 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       328.5602 |   1700 | 1.10e+08   | A    |  268762.96  -   299189.96  | 2s2.2p5.3s            | 1P*     | 1   | 2s2.2p5.3p            | 1D       | 2   |   3 - 5   |    |    T7663 |  L914  |
       328.934  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       329.044  |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       329.137  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       329.250  |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       329.474  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       329.565  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       329.714  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       329.831  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       329.968  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       330.1349 |   1700 | 4.54e+06   | C    |  300507.11  -   330789.05  | 2s2.2p5.3p            | 3P      | 1   | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]*  | 2   |   3 - 5   |    |    T6036 |  L914  |
       330.4957 |   1500 | 3.60e+07   | B    |  300387.82  -   330636.75  | 2s2.2p5.3p            | 3P      | 0   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]*  | 1   |   1 - 3   |    |    T6036 |  L914  |
       330.788  |    200 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       331.268  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       331.376  |     90 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       331.408  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       331.8039 |   1000 | 4.14e+07   | B    |  300507.11  -   330636.75  | 2s2.2p5.3p            | 3P      | 1   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]*  | 1   |   3 - 3   |    |    T6036 |  L914  |
       332.022  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       332.059  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       332.393  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       332.642  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       332.6890 |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       332.7689 |    950 | 9.45e+07   | B    |  300507.11  -   330549.35  | 2s2.2p5.3p            | 3P      | 1   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]*  | 0   |   3 - 1   |    |    T6036 |  L914  |
       333.307  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       333.368  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       333.445  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       333.801  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       333.871  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       333.921  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       333.982  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       334.177  |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       334.226  |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       334.317  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       334.629  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       334.757  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       334.947  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       335.196  |     90 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       335.389  |    300 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       335.416  |    300 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       335.576  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       336.019  |    500 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       336.233  |    160 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       336.279  |    160 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       336.401  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       336.474  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       336.8632 |    160 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       336.939  |    200 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       337.222  |    160 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       337.480  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       337.548  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       337.871  |     35 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       338.033  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       338.475  |     35 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       338.727  |     25 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       338.785  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       339.538  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       339.578  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       339.880  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       339.926  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       340.0093 |    200 | 1.24e+06   | C+   |  268762.96  -   298165.44  | 2s2.2p5.3s            | 1P*     | 1   | 2s2.2p5.3p            | 3D       | 1   |   3 - 3   |    |    T7663 |  L914  |
       341.083  |     12 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       342.135  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       342.359  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       342.403  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       342.530  |     30 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       343.171  |     25 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       343.349  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       343.925  |     30 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       344.012  |     35 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       344.336  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       345.017  |     20 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       345.088  |     20 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       345.528  |     25 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       345.703  |     15 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       345.895  |     15 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       346.2491 |    450 | 3.61e+06   | B    |  268762.96  -   297635.61  | 2s2.2p5.3s            | 1P*     | 1   | 2s2.2p5.3p            | 3D       | 2   |   3 - 5   |    |    T7663 |  L914  |
       346.871  |     25 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       347.321  |     35 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       347.581  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       348.200  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       348.302  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       348.574  |     20 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       349.826  |    160 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       351.695  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       352.529  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       352.797  |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       352.911  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       353.048  |    160 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       353.3052 |   1500 | 8.81e+07   | A    |  264924.32  -   293220.33  | 2s2.2p5.3s            | 3P*     | 2   | 2s2.2p5.3p            | 3S       | 1   |   5 - 3   |    |    T7663 |  L914  |
       354.023  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       354.136  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       355.057  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       355.192  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       355.250  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       355.412  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       356.618  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       357.048  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       359.742  |     35 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       359.837  |     25 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       360.955  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       361.558  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       363.1272 |   1200 | 3.72e+07   | A    |  265689.62  -   293220.33  | 2s2.2p5.3s            | 3P*     | 1   | 2s2.2p5.3p            | 3S       | 1   |   3 - 3   |    |    T7663 |  L914  |
       366.865  |     30 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       369.420  |     25 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       370.100  |     30 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       370.158  |     30 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       371.1070 |    850 | 1.02e+07   | B+   |  266281.62  -   293220.33  | 2s2.2p5.3s            | 3P*     | 0   | 2s2.2p5.3p            | 3S       | 1   |   1 - 3   |    |    T7663 |  L914  |
       374.333  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       379.825  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       380.653  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       381.312  |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       381.461  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       382.050  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       385.832  |    500 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       387.126  |    300 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       387.896  |    160 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       388.722  |     90 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       388.887  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       389.578  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       389.692  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       390.167  |     90 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       390.369  |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       390.474  |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       391.026  |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       392.671  |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       393.696  |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       393.945  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       394.150  |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       394.298  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       398.585  |     30 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       399.697  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       399.878  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       400.363  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       400.498  |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       402.793  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       405.6007 |     50 |            |      |  330636.75  -   355284.53  | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 1   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 2   |   3 - 5   |    |          |  L914  |
       405.967  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       408.1369 |    200 |            |      |  330789.05  -   355283.70  | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 3   |   5 - 7   |    |          |  L914  |
       408.7603 |    130 | 3.81e+05   | C    |  268762.96  -   293220.33  | 2s2.2p5.3s            | 1P*     | 1   | 2s2.2p5.3p            | 3S       | 1   |   3 - 3   |    |    T7663 |  L914  |
       410.735  |     35 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       411.3704 |    300 | 3.7e+07    | D    |  308860.80  -   333162.94  | 2s2.2p5.3p            | 1S      | 0   | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]*  | 1   |   1 - 3   |    | T6036c80 |  L914  |
       412.3082 |    250 | 2.7e+07    | C    |  308860.80  -   333107.74  | 2s2.2p5.3p            | 1S      | 0   | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]*  | 1   |   1 - 3   |    | T7663c80 |  L914  |
       412.703  |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       414.907  |     90 |            |      |  331186.70  -   355281.16  | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 3   | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]   | 4   |   7 - 9   |    |          |  L914  |
       416.527  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       416.803  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       417.193  |    160 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       417.288  |    160 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       417.413  |    150 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       419.402  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       420.2764 |    130 |            |      |  331496.51  -   355283.70  | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 3   |   5 - 7   |    |          |  L914  |
       420.484  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       420.872  |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       421.627  |    160 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       423.096  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       423.272  |    130 |            |      |  331665.59  -   355284.53  | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 2   |   5 - 5   |    |          |  L914  |
       423.326  |    250 |            |      |  331665.59  -   355280.89  | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]   | 3   |   5 - 7   |    |          |  L914  |
       424.037  | 200bl* |            |      |  331707.90  -   355284.53  | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 2   |   7 - 5   |    |          |  L914  |
       424.037  | 200bl* |            |      |  331707.90  -   355283.70  | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 3   |   7 - 7   |    |          |  L914  |
       424.0903 |    250 |            |      |  331707.90  -   355281.16  | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]   | 4   |   7 - 9   |    |          |  L914  |
       424.281  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       424.341  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       424.683  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       426.058  |    200 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       429.038  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       429.2488 |    250 |            |      |  330636.75  -   353926.69  | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   3 - 5   |    |          |  L914  |
       429.2864 |    250 |            |      |  330549.35  -   353837.23  | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 0   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 1   |   1 - 3   |    |          |  L914  |
       430.219  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       430.453  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       430.587  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       430.675  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       430.8817 |    250 |            |      |  330636.75  -   353838.44  | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 2   |   3 - 5   |    |          |  L914  |
       430.9043 |    250 |            |      |  330636.75  -   353837.23  | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 1   |   3 - 3   |    |          |  L914  |
       432.0751 |      5 |            |      |  330789.05  -   353926.69  | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   5 - 5   |    |          |  L914  |
       432.0913 |    250 |            |      |  330789.05  -   353925.81  | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 3   |   5 - 7   |    |          |  L914  |
       432.698  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       433.442  |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       433.7294 |    250 |            |      |  330789.05  -   353838.44  | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 2   |   5 - 5   |    |          |  L914  |
       433.7520 |      5 |            |      |  330789.05  -   353837.23  | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 1   |   5 - 3   |    |          |  L914  |
       434.4108 |    250 | 4.32e+07   | B+   |  308860.80  -   331873.93  | 2s2.2p5.3p            | 1S      | 0   | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]*  | 1   |   1 - 3   |    |    T7663 |  L914  |
       435.360  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       436.8600 |    200 | 3.59e+07   | B    |  308860.80  -   331745.06  | 2s2.2p5.3p            | 1S      | 0   | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]*  | 1   |   1 - 3   |    |    T6036 |  L914  |
       437.5215 |    200 |            |      |  331123.04  -   353972.63  | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]   | 4   |   9 - 9   |    |          |  L914  |
       437.819  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       438.4194 |    160 |            |      |  331123.04  -   353925.81  | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 3   |   9 - 7   |    |          |  L914  |
       438.7489 |    200 |            |      |  331186.70  -   353972.42  | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]   | 3   |   7 - 7   |    |          |  L914  |
       439.2814 |    250 |            |      |  331123.04  -   353881.13  | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).4f | 2[9/2]   | 5   |   9 - 11  |    |          |  L914  |
       439.6317 |    160 |            |      |  331186.70  -   353926.69  | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   7 - 5   |    |          |  L914  |
       440.141  |     90 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       440.5113 |    200 |            |      |  331186.70  -   353881.16  | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[9/2]   | 4   |   7 - 9   |    |          |  L914  |
       443.518  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       443.847  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       444.100  |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       444.259  |    160 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       444.320  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       444.5928 |    160 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       444.6695 |    200 |            |      |  332802.21  -   355284.53  | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 2   |   5 - 5   |    |          |  L914  |
