-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |  Rel. |    Aki     | Acc. |         Ei           Ek         |            Lower level             |         Upper level          |  gi   gk  |Type|               TP  |    Line  |
     Wavelength     |  Int. |   (s^-1)   |      |       (cm-1)       (cm-1)       |------------------------------------|------------------------------|           |    |              Ref. |    Ref.  |
      Air (nm)      |       |            |      |                                 | Conf.                 | Term | J   | Conf.           | Term | J   |           |    |                   |          |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Wavelength    |  Rel  |    Aki     | Acc  |              Ei - Ek            | L Conf                |L Term| L J | U Conf          |U Term| U J |   gi - gk |Type|             TP    |   Line   |
         525.64     |     7 | 2.e+06     | D    |  267282.3      -   286300.4     | 2p5.(2P*).3s.3p.(3P*) | 4D   | 3/2 | 2p5.3s.(3P*).4s | 4P*  | 5/2 |   4 - 6   |    |             T5209 |   L6269  |
         541.10     |       |            |      |  268897.4      -   287374.8     | 2p5.(2P*).3s.3p.(3P*) | 4P   | 3/2 | 2p5.3s.(3P*).4s | 4P*  | 1/2 |   4 - 2   |    |                   |  L10065  |
         545.19     |       |            |      |  268513.9      -   286849.5     | 2p5.(2P*).3s.3p.(3P*) | 4P   | 5/2 | 2p5.3s.(3P*).4s | 4P*  | 3/2 |   6 - 4   |    |                   |  L10065  |
         546.64     |       |            |      |  269086.5      -   287374.8     | 2p5.(2P*).3s.3p.(3P*) | 4P   | 1/2 | 2p5.3s.(3P*).4s | 4P*  | 1/2 |   2 - 2   |    |                   |  L10065  |
         556.99     |       |            |      |  268897.4      -   286849.5     | 2p5.(2P*).3s.3p.(3P*) | 4P   | 3/2 | 2p5.3s.(3P*).4s | 4P*  | 3/2 |   4 - 4   |    |                   |  L10065  |
         562.10     |    42 | 1.4e+07    | D    |  268513.9      -   286300.4     | 2p5.(2P*).3s.3p.(3P*) | 4P   | 5/2 | 2p5.3s.(3P*).4s | 4P*  | 5/2 |   6 - 6   |    |             T5209 |   L6269  |
         562.85     |       |            |      |  269086.5      -   286849.5     | 2p5.(2P*).3s.3p.(3P*) | 4P   | 1/2 | 2p5.3s.(3P*).4s | 4P*  | 3/2 |   2 - 4   |    |                   |  L10065  |
         568.26333  |     5 | 1.01e+07   | A    |   16956.17025  -    34548.764   | 2p6.3p                | 2P*  | 1/2 | 2p6.4d          | 2D   | 3/2 |   2 - 4   |    |               c30 |  L15039  |
         568.81934  |     1 | 2.02e+06   | A    |   16973.36619  -    34548.764   | 2p6.3p                | 2P*  | 3/2 | 2p6.4d          | 2D   | 3/2 |   4 - 4   |    |               c30 |  L15039  |
         568.82046  |     9 | 1.21e+07   | A    |   16973.36619  -    34548.729   | 2p6.3p                | 2P*  | 3/2 | 2p6.4d          | 2D   | 5/2 |   4 - 6   |    |               c30 |  L15039  |
         574.42     |    12 | 4.e+06     | D    |  268897.4      -   286300.4     | 2p5.(2P*).3s.3p.(3P*) | 4P   | 3/2 | 2p5.3s.(3P*).4s | 4P*  | 5/2 |   4 - 6   |    |             T5209 |   L6269  |
         588.995095 | 80000 | 6.16e+07   | AA   |       0.00000  -    16973.36619 | 2p6.3s                | 2S   | 1/2 | 2p6.3p          | 2P*  | 3/2 |   2 - 4   |    | T6617,T6568,T6567 |   L5918  |
         589.592424 | 40000 | 6.14e+07   | AA   |       0.00000  -    16956.17025 | 2p6.3s                | 2S   | 1/2 | 2p6.3p          | 2P*  | 1/2 |   2 - 2   |    |       T6617,T6567 |   L5918  |
         615.42253  |     1 | 2.50e+06   | A    |   16956.17025  -    33200.673   | 2p6.3p                | 2P*  | 1/2 | 2p6.5s          | 2S   | 1/2 |   2 - 2   |    |               c30 |  L15039  |
         616.07470  |     2 | 4.98e+06   | A    |   16973.36619  -    33200.673   | 2p6.3p                | 2P*  | 3/2 | 2p6.5s          | 2S   | 1/2 |   4 - 2   |    |               c30 |  L15039  |
         737.323    |     2 | 5.42e+04   | B    |   25739.999    -    39298.84    | 2p6.4s                | 2S   | 1/2 | 2p6.8p          | 2P*  | 3/2 |   2 - 4   |    |               c30 |   L6096  |
         737.349    |     1 | 5.30e+04   | B    |   25739.999    -    39298.35    | 2p6.4s                | 2S   | 1/2 | 2p6.8p          | 2P*  | 1/2 |   2 - 2   |    |               c30 |   L6096  |
         780.978    |     4 | 9.91e+04   | B    |   25739.999    -    38540.93    | 2p6.4s                | 2S   | 1/2 | 2p6.7p          | 2P*  | 3/2 |   2 - 4   |    |               c30 |   L6096  |
         781.024    |     3 | 9.72e+04   | B    |   25739.999    -    38540.18    | 2p6.4s                | 2S   | 1/2 | 2p6.7p          | 2P*  | 1/2 |   2 - 2   |    |               c30 |   L6096  |
