------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     Observed     |  Rel. |    Aki     | Acc. |        Ei           Ek        |           Lower level            |            Upper level            |  gi   gk  |Type|         TP  |          Line  |
    Wavelength    |  Int. |   (s^-1)   |      |      (cm-1)       (cm-1)      |----------------------------------|-----------------------------------|           |    |        Ref. |          Ref.  |
     Air (nm)     |       |            |      |                               | Conf.             | Term  | J    | Conf.              | Term  | J    |           |    |             |                |
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    Wavelength    |  Rel  |    Aki     | Acc  |              Ei - Ek          | L Conf            |L Term | L J  | U Conf             |U Term | U J  |   gi - gk |Type|       TP    |       Line     |
        347.4926  |     5 | 7.19e+05   | C    |  203942.288   -   232711.642  | 2s2.2p2.(3P).3p   | 2S*   | 1/2  | 2s2.2p2.(3P).3d    | 4D    | 1/2  |   2 - 2   |    |       T6172 |        L10621  |
        347.8219  |     3 |            |      |  233544.59    -   262286.82   | 2s2.2p2.(3P).3d   | 2P    | 1/2  | 2s2.2p2.(3P).5p    | 2P*   | 1/2  |   2 - 2   |    |             |        L10621  |
        348.8173  |     4 | 3.56e+05   | C    |  203942.288   -   232602.492  | 2s2.2p2.(3P).3p   | 2S*   | 1/2  | 2s2.2p2.(3P).3d    | 4P    | 1/2  |   2 - 2   |    |       T6172 |        L10621  |
        348.8258  |     6 | 2.04e+05   | D    |  229947.07    -   258606.35   | 2s2.2p2.(1D).3p   | 2D*   | 5/2  | 2s2.2p2.(3P).5s    | 2P    | 3/2  |   6 - 4   |    |     T5723LS |        L10621  |
        349.4490  |     6 |            |      |  232747.562   -   261356.02   | 2s2.2p2.(3P).3d   | 4D    | 5/2  | 2s2.2p2.(3P).5p    | 4P*   | 5/2  |   6 - 6   |    |             |        L10621  |
        349.5235  |     8 |            |      |  232753.816   -   261356.02   | 2s2.2p2.(3P).3d   | 4D    | 7/2  | 2s2.2p2.(3P).5p    | 4P*   | 5/2  |   8 - 6   |    |             |        L10621  |
        349.6276  |     8 | 5.69e+05   | C    |  203942.288   -   232535.949  | 2s2.2p2.(3P).3p   | 2S*   | 1/2  | 2s2.2p2.(3P).3d    | 4P    | 3/2  |   2 - 4   |    |       T6172 |        L10621  |
        349.7771  |     3 |            |      |  232462.724   -   261044.03   | 2s2.2p2.(3P).3d   | 4P    | 5/2  | 2s2.2p2.(3P).5p    | 4D*   | 5/2  |   6 - 6   |    |             |        L10621  |
        350.1669  |     4 |            |      |  232711.642   -   261261.29   | 2s2.2p2.(3P).3d   | 4D    | 1/2  | 2s2.2p2.(3P).5p    | 4P*   | 3/2  |   2 - 4   |    |             |        L10621  |
        350.5839  |     6 |            |      |  232745.981   -   261261.29   | 2s2.2p2.(3P).3d   | 4D    | 3/2  | 2s2.2p2.(3P).5p    | 4P*   | 3/2  |   4 - 4   |    |             |        L10621  |
        350.7416  |     3 |            |      |  232711.642   -   261214.47   | 2s2.2p2.(3P).3d   | 4D    | 1/2  | 2s2.2p2.(3P).5p    | 4P*   | 1/2  |   2 - 2   |    |             |        L10621  |
        351.1655  |     5 |            |      |  232745.981   -   261214.47   | 2s2.2p2.(3P).3d   | 4D    | 3/2  | 2s2.2p2.(3P).5p    | 4P*   | 1/2  |   4 - 2   |    |             |        L10621  |
        351.4823  |     2 | 2.22e+05   | D    |  229968.44    -   258411.26   | 2s2.2p2.(1D).3p   | 2D*   | 3/2  | 2s2.2p2.(3P).5s    | 2P    | 1/2  |   4 - 2   |    |     T5723LS |        L10621  |
        351.6027  |     3 |            |      |  232747.562   -   261180.59   | 2s2.2p2.(3P).3d   | 4D    | 5/2  | 2s2.2p2.(3P).5p    | 4D*   | 7/2  |   6 - 8   |    |             |        L10621  |
        351.6794  |     4 |            |      |  232753.816   -   261180.59   | 2s2.2p2.(3P).3d   | 4D    | 7/2  | 2s2.2p2.(3P).5p    | 4D*   | 7/2  |   8 - 8   |    |             |        L10621  |
        351.7307  |     1 |            |      |  232535.949   -   260958.62   | 2s2.2p2.(3P).3d   | 4P    | 3/2  | 2s2.2p2.(3P).5p    | 4D*   | 3/2  |   4 - 4   |    |             |        L10621  |
        353.3004  |     2 |            |      |  232747.562   -   261044.03   | 2s2.2p2.(3P).3d   | 4D    | 5/2  | 2s2.2p2.(3P).5p    | 4D*   | 5/2  |   6 - 6   |    |             |        L10621  |
        353.9200  |     1 |            |      |  232711.642   -   260958.62   | 2s2.2p2.(3P).3d   | 4D    | 1/2  | 2s2.2p2.(3P).5p    | 4D*   | 3/2  |   2 - 4   |    |             |        L10621  |
        354.3499  |     2 |            |      |  232745.981   -   260958.62   | 2s2.2p2.(3P).3d   | 4D    | 3/2  | 2s2.2p2.(3P).5p    | 4D*   | 3/2  |   4 - 4   |    |             |        L10621  |
        354.5044  |     1 |            |      |  232711.642   -   260911.96   | 2s2.2p2.(3P).3d   | 4D    | 1/2  | 2s2.2p2.(3P).5p    | 4D*   | 1/2  |   2 - 2   |    |             |        L10621  |
        354.6212  |   1bl |            |      |  233430.53    -   261621.56   | 2s2.2p2.(3P).3d   | 2P    | 3/2  | 2s2.2p2.(3P).5p    | 4S*   | 3/2  |   4 - 4   |    |             |        L10621  |
        354.9091  |     3 |            |      |  212161.881   -   240330.01   | 2s2.2p2.(3P).3p   | 4S*   | 3/2  | 2s2.2p2.(3P).4s    | 2P    | 1/2  |   4 - 2   |    |             |        L10621  |
        355.0857  |     1 | 1.01e+05   | E    |  233544.59    -   261698.75   | 2s2.2p2.(3P).3d   | 2P    | 1/2  | 2s2.2p2.(3P).5p    | 2D*   | 3/2  |   2 - 4   |    |     T5723LS |        L10621  |
        356.6568  |     2 |            |      |  240517.35    -   268547.50   | 2s2.2p2.(3P).4s   | 2P    | 3/2  | 2s2.2p2.(3P).6p    | 4D*   | 5/2  |   4 - 6   |    |             |        L10621  |
        357.4838  |     3 |            |      |  234402.797   -   262368.05   | 2s2.2p2.(3P).3d   | 2D    | 3/2  | 2s2.2p2.(3P).5p    | 2P*   | 3/2  |   4 - 4   |    |             |        L10621  |
        358.1487  |     4 |            |      |  234454.634   -   262368.05   | 2s2.2p2.(3P).3d   | 2D    | 5/2  | 2s2.2p2.(3P).5p    | 2P*   | 3/2  |   6 - 4   |    |             |        L10621  |
        360.5124  |     3 |            |      |  238893.96    -   266624.32   | 2s2.2p2.(3P).4s   | 4P    | 5/2  | 2s2.2p2.(1D).4p    | 2D*   | 3/2  |   6 - 4   |    |             |        L10621  |
        360.5530  |     2 |            |      |  229968.44    -   257695.74   | 2s2.2p2.(1D).3p   | 2D*   | 3/2  | 2s2.2p2.(3P).5s    | 4P    | 1/2  |   4 - 2   |    |             |        L10621  |
        364.6560  |     3 | 1.26e+06   | D    |  234454.634   -   261869.94   | 2s2.2p2.(3P).3d   | 2D    | 5/2  | 2s2.2p2.(3P).5p    | 2D*   | 5/2  |   6 - 6   |    |     T5723LS |        L10621  |
        366.2502  |     1 | 1.20e+06   | D    |  234402.797   -   261698.75   | 2s2.2p2.(3P).3d   | 2D    | 3/2  | 2s2.2p2.(3P).5p    | 2D*   | 3/2  |   4 - 4   |    |     T5723LS |        L10621  |
        366.7903  |     3 |            |      |  233430.53    -   260686.27   | 2s2.2p2.(3P).3d   | 2P    | 3/2  | 2s2.2p2.(3P).5p    | 2S*   | 1/2  |   4 - 2   |    |             |        L10621  |
        366.9472  |     3 | 1.32e+05   | E    |  234454.634   -   261698.75   | 2s2.2p2.(3P).3d   | 2D    | 5/2  | 2s2.2p2.(3P).5p    | 2D*   | 3/2  |   6 - 4   |    |     T5723LS |        L10621  |
        368.3326  |     1 |            |      |  233544.59    -   260686.27   | 2s2.2p2.(3P).3d   | 2P    | 1/2  | 2s2.2p2.(3P).5p    | 2S*   | 1/2  |   2 - 2   |    |             |        L10621  |
        371.2741  |    25 | 2.75e+07   | B    |  185235.281   -   212161.881  | 2s2.2p2.(3P).3s   | 4P    | 1/2  | 2s2.2p2.(3P).3p    | 4S*   | 3/2  |   2 - 4   |    | T6172,T6632 |        L10621  |
        372.604   |       | 1.59e-04   | C    |       0.00    -    26830.57   | 2s2.2p3           | 4S*   | 3/2  | 2s2.2p3            | 2D*   | 3/2  |   4 - 4   | M1 |       T5047 |         L3452  |
        372.7320  |    27 | 5.64e+07   | B    |  185340.577   -   212161.881  | 2s2.2p2.(3P).3s   | 4P    | 3/2  | 2s2.2p2.(3P).3p    | 4S*   | 3/2  |   4 - 4   |    | T6172,T6632 |        L10621  |
        372.880   |       | 2.86e-05   | C    |       0.00    -    26810.55   | 2s2.2p3           | 4S*   | 3/2  | 2s2.2p3            | 2D*   | 5/2  |   4 - 6   | E2 | T5047,T4644 |         L3452  |
        372.9225  |    14 | 2.44e+07   | C    |  232480.44    -   259288.07   | 2s2.2p2.(1D).3p   | 2P*   | 1/2  | 2s2.2p2.(1D).4s    | 2D    | 3/2  |   2 - 4   |    |     T5723LS |        L10621  |
        373.5784  |    15 | 2.92e+07   | C    |  232527.09    -   259287.61   | 2s2.2p2.(1D).3p   | 2P*   | 3/2  | 2s2.2p2.(1D).4s    | 2D    | 5/2  |   4 - 6   |    |     T5723LS |        L10621  |
        373.9762  |    20 | 2.97e+07   | B    |  212161.881   -   238893.96   | 2s2.2p2.(3P).3p   | 4S*   | 3/2  | 2s2.2p2.(3P).4s    | 4P    | 5/2  |   4 - 6   |    |       T6632 |        L10621  |
        374.1639  |    11 | 4.50e+06   | D    |  228747.45    -   255466.10   | 2s2.2p2.(1D).3p   | 2F*   | 7/2  | 2s2.2p2.(3P).4d    | 2F    | 7/2  |   8 - 8   |    |     T5723LS |        L10621  |
        374.8880  |     6 |            |      |  203942.288   -   230609.45   | 2s2.2p2.(3P).3p   | 2S*   | 1/2  | 2s2.2p2.(1S).3s    | 2S    | 1/2  |   2 - 2   |    |             |        L10621  |
        374.9486  |    30 | 8.97e+07   | B    |  185499.124   -   212161.881  | 2s2.2p2.(3P).3s   | 4P    | 5/2  | 2s2.2p2.(3P).3p    | 4S*   | 3/2  |   6 - 4   |    | T6172,T6632 |        L10621  |
        376.1400  |     9 | 4.37e+06   | D    |  228723.84    -   255302.11   | 2s2.2p2.(1D).3p   | 2F*   | 5/2  | 2s2.2p2.(3P).4d    | 2F    | 5/2  |   6 - 6   |    |     T5723LS |        L10621  |
        376.2465  |    19 | 3.10e+07   | B    |  212161.881   -   238732.65   | 2s2.2p2.(3P).3p   | 4S*   | 3/2  | 2s2.2p2.(3P).4s    | 4P    | 3/2  |   4 - 4   |    |       T6632 |        L10621  |
        377.7421  |    16 | 2.25e+07   | B    |  212161.881   -   238627.46   | 2s2.2p2.(3P).3p   | 4S*   | 3/2  | 2s2.2p2.(3P).4s    | 4P    | 1/2  |   4 - 2   |    |       T6632 |        L10621  |
        379.4361  |    14 | 6.86e+06   | C    |  214169.920   -   240517.35   | 2s2.2p2.(3P).3p   | 2P*   | 1/2  | 2s2.2p2.(3P).4s    | 2P    | 3/2  |   2 - 4   |    |     T5723LS |        L10621  |
        380.2032  |     4 |            |      |  240330.01    -   266624.32   | 2s2.2p2.(3P).4s   | 2P    | 1/2  | 2s2.2p2.(1D).4p    | 2D*   | 3/2  |   2 - 4   |    |             |        L10621  |
        380.2985  |    19 | 3.41e+07   | C    |  214229.671   -   240517.35   | 2s2.2p2.(3P).3p   | 2P*   | 3/2  | 2s2.2p2.(3P).4s    | 2P    | 3/2  |   4 - 4   |    |     T5723LS |        L10621  |
        381.3706  |     6 | 3.74e+04   | C    |  185499.124   -   211712.732  | 2s2.2p2.(3P).3s   | 4P    | 5/2  | 2s2.2p2.(3P).3p    | 2D*   | 5/2  |   6 - 6   |    |       T6172 |        L10621  |
        382.1538  |    15 | 2.69e+07   | C    |  214169.920   -   240330.01   | 2s2.2p2.(3P).3p   | 2P*   | 1/2  | 2s2.2p2.(3P).4s    | 2P    | 1/2  |   2 - 2   |    |     T5723LS |        L10621  |
        383.0290  |    13 | 1.33e+07   | C    |  214229.671   -   240330.01   | 2s2.2p2.(3P).3p   | 2P*   | 3/2  | 2s2.2p2.(3P).4s    | 2P    | 1/2  |   4 - 2   |    |     T5723LS |        L10621  |
        383.3074  |    12 | 1.02e+06   | C    |  206877.865   -   232959.210  | 2s2.2p2.(3P).3p   | 4D*   | 5/2  | 2s2.2p2.(3P).3d    | 2F    | 7/2  |   6 - 8   |    |       T6172 |        L10621  |
        383.5855  |     4 | 2.45e+04   | C    |  208392.258   -   234454.634  | 2s2.2p2.(3P).3p   | 4P*   | 3/2  | 2s2.2p2.(3P).3d    | 2D    | 5/2  |   4 - 6   |    |       T6172 |        L10621  |
        384.2815  |    15 | 8.13e+06   | C    |  206730.762   -   232745.981  | 2s2.2p2.(3P).3p   | 4D*   | 1/2  | 2s2.2p2.(3P).3d    | 4D    | 3/2  |   2 - 4   |    | T6172,T6632 |        L10621  |
        384.3587  |    14 | 3.55e+06   | C    |  206786.286   -   232796.298  | 2s2.2p2.(3P).3p   | 4D*   | 3/2  | 2s2.2p2.(3P).3d    | 2F    | 5/2  |   4 - 6   |    |       T6172 |        L10621  |
        384.7892  |    14 | 1.87e+07   | B+   |  206730.762   -   232711.642  | 2s2.2p2.(3P).3p   | 4D*   | 1/2  | 2s2.2p2.(3P).3d    | 4D    | 1/2  |   2 - 2   |    | T6172,T6632 |        L10621  |
        385.0797  |    14 | 3.40e+06   | C    |  206786.286   -   232747.562  | 2s2.2p2.(3P).3p   | 4D*   | 3/2  | 2s2.2p2.(3P).3d    | 4D    | 5/2  |   4 - 6   |    | T6172,T6632 |        L10621  |
        385.1032  |    17 | 1.52e+07   | B+   |  206786.286   -   232745.981  | 2s2.2p2.(3P).3p   | 4D*   | 3/2  | 2s2.2p2.(3P).3d    | 4D    | 3/2  |   4 - 4   |    | T6172,T6632 |        L10621  |
        385.1471  |    15 | 2.72e+06   | C    |  207002.482   -   232959.210  | 2s2.2p2.(3P).3p   | 4D*   | 7/2  | 2s2.2p2.(3P).3d    | 2F    | 7/2  |   8 - 8   |    |       T6172 |        L10621  |
        385.2383  |     9 | 2.98e+06   | D    |  229947.07    -   255897.59   | 2s2.2p2.(1D).3p   | 2D*   | 5/2  | 2s2.2p2.(3P).4d    | 2D    | 5/2  |   6 - 6   |    |     T5723LS |        L10621  |
        385.6134  |    16 | 2.45e+07   | C+   |  206786.286   -   232711.642  | 2s2.2p2.(3P).3p   | 4D*   | 3/2  | 2s2.2p2.(3P).3d    | 4D    | 1/2  |   4 - 2   |    | T6172,T6632 |        L10621  |
        385.7166  |    17 | 6.59e+06   | C    |  206877.865   -   232796.298  | 2s2.2p2.(3P).3p   | 4D*   | 5/2  | 2s2.2p2.(3P).3d    | 2F    | 5/2  |   6 - 6   |    |       T6172 |        L10621  |
        386.3502  |    17 | 5.99e+06   | B+   |  206877.865   -   232753.816  | 2s2.2p2.(3P).3p   | 4D*   | 5/2  | 2s2.2p2.(3P).3d    | 4D    | 7/2  |   6 - 8   |    | T6172,T6632 |        L10621  |
        386.4125  |    11 | 9.12e+06   | C    |  206730.762   -   232602.492  | 2s2.2p2.(3P).3p   | 4D*   | 1/2  | 2s2.2p2.(3P).3d    | 4P    | 1/2  |   2 - 2   |    |       T6172 |        L10621  |
        386.4426  |    17 | 2.06e+07   | B+   |  206877.865   -   232747.562  | 2s2.2p2.(3P).3p   | 4D*   | 5/2  | 2s2.2p2.(3P).3d    | 4D    | 5/2  |   6 - 6   |    | T6172,T6632 |        L10621  |
        386.4667  |    16 | 1.91e+07   | C+   |  206877.865   -   232745.981  | 2s2.2p2.(3P).3p   | 4D*   | 5/2  | 2s2.2p2.(3P).3d    | 4D    | 3/2  |   6 - 4   |    | T6172,T6632 |        L10621  |
        387.2439  |    10 | 4.84e+05   | C    |  206786.286   -   232602.492  | 2s2.2p2.(3P).3p   | 4D*   | 3/2  | 2s2.2p2.(3P).3d    | 4P    | 1/2  |   4 - 2   |    |       T6172 |        L10621  |
        387.4092  |    12 | 3.26e+06   | C    |  206730.762   -   232535.949  | 2s2.2p2.(3P).3p   | 4D*   | 1/2  | 2s2.2p2.(3P).3d    | 4P    | 3/2  |   2 - 4   |    |       T6172 |        L10621  |
        387.5796  |    13 | 3.38e+06   | C    |  207002.482   -   232796.298  | 2s2.2p2.(3P).3p   | 4D*   | 7/2  | 2s2.2p2.(3P).3d    | 2F    | 5/2  |   8 - 6   |    |       T6172 |        L10621  |
        388.2192  |    20 | 5.10e+07   | B+   |  207002.482   -   232753.816  | 2s2.2p2.(3P).3p   | 4D*   | 7/2  | 2s2.2p2.(3P).3d    | 4D    | 7/2  |   8 - 8   |    | T6172,T6632 |        L10621  |
        388.2446  |    13 | 8.94e+06   | C    |  206786.286   -   232535.949  | 2s2.2p2.(3P).3p   | 4D*   | 3/2  | 2s2.2p2.(3P).3d    | 4P    | 3/2  |   4 - 4   |    |       T6172 |        L10621  |
        388.3130  |    14 | 1.07e+07   | B+   |  207002.482   -   232747.562  | 2s2.2p2.(3P).3p   | 4D*   | 7/2  | 2s2.2p2.(3P).3d    | 4D    | 5/2  |   8 - 6   |    | T6172,T6632 |        L10621  |
        389.3516  |    11 | 1.89e+06   | C    |  206786.286   -   232462.724  | 2s2.2p2.(3P).3p   | 4D*   | 3/2  | 2s2.2p2.(3P).3d    | 4P    | 5/2  |   4 - 6   |    |       T6172 |        L10621  |
        389.6304  |    10 | 1.62e+05   | C    |  206877.865   -   232535.949  | 2s2.2p2.(3P).3p   | 4D*   | 5/2  | 2s2.2p2.(3P).3d    | 4P    | 3/2  |   6 - 4   |    |       T6172 |        L10621  |
        390.7455  |    15 | 8.64e+06   | C    |  206877.865   -   232462.724  | 2s2.2p2.(3P).3p   | 4D*   | 5/2  | 2s2.2p2.(3P).3d    | 4P    | 5/2  |   6 - 6   |    |       T6172 |        L10621  |
        391.1957  |    20 | 1.09e+08   | B+   |  206971.68    -   232527.09   | 2s2.2p2.(1D).3s   | 2D    | 5/2  | 2s2.2p2.(1D).3p    | 2P*   | 3/2  |   6 - 4   |    |      T6172n |        L10621  |
        391.2107  |    16 | 1.41e+07   | B    |  206972.72    -   232527.09   | 2s2.2p2.(1D).3s   | 2D    | 3/2  | 2s2.2p2.(1D).3p    | 2P*   | 3/2  |   4 - 4   |    |      T6172n |        L10621  |
        391.7537  |     7 | 7.64e+05   | D    |  229947.07    -   255466.10   | 2s2.2p2.(1D).3p   | 2D*   | 5/2  | 2s2.2p2.(3P).4d    | 2F    | 7/2  |   6 - 8   |    |     T5723LS |        L10621  |
        391.9285  |    18 | 1.22e+08   | B+   |  206972.72    -   232480.44   | 2s2.2p2.(1D).3s   | 2D    | 3/2  | 2s2.2p2.(1D).3p    | 2P*   | 1/2  |   4 - 2   |    |      T6172n |        L10621  |
        392.6584  |     5 | 5.05e+05   | C    |  207002.482   -   232462.724  | 2s2.2p2.(3P).3p   | 4D*   | 7/2  | 2s2.2p2.(3P).3d    | 4P    | 5/2  |   8 - 6   |    |       T6172 |        L10621  |
        394.50375 |    19 | 2.01e+07   | B    |  188888.543   -   214229.671  | 2s2.2p2.(3P).3s   | 2P    | 1/2  | 2s2.2p2.(3P).3p    | 2P*   | 3/2  |   2 - 4   |    | T6172,T6632 |         L6915  |
        395.43619 |    20 | 8.57e+07   | B    |  188888.543   -   214169.920  | 2s2.2p2.(3P).3s   | 2P    | 1/2  | 2s2.2p2.(3P).3p    | 2P*   | 1/2  |   2 - 2   |    |       T6172 |         L6915  |
        397.2065  |     8 |            |      |  232527.09    -   257695.74   | 2s2.2p2.(1D).3p   | 2P*   | 3/2  | 2s2.2p2.(3P).5s    | 4P    | 1/2  |   4 - 2   |    |             |        L10621  |
        397.32562 |    24 | 1.02e+08   | B    |  189068.514   -   214229.671  | 2s2.2p2.(3P).3s   | 2P    | 3/2  | 2s2.2p2.(3P).3p    | 2P*   | 3/2  |   4 - 4   |    | T6172,T6632 |         L6915  |
        397.4821  |     6 |            |      |  252993.39    -   278144.62   | 2s2.2p2.(1S).3p   | 2P*   | 3/2  | 2s2.2p2.(1D).5s    | 2D    | 5/2  |   4 - 6   |    |             |        L10621  |
        398.27140 |    18 | 4.16e+07   | B    |  189068.514   -   214169.920  | 2s2.2p2.(3P).3s   | 2P    | 3/2  | 2s2.2p2.(3P).3p    | 2P*   | 1/2  |   4 - 2   |    | T6172,T6632 |         L6915  |
        398.5418  |     7 | 6.68e+05   | C    |  208346.104   -   233430.53   | 2s2.2p2.(3P).3p   | 4P*   | 1/2  | 2s2.2p2.(3P).3d    | 2P    | 3/2  |   2 - 4   |    |       T6172 |        L10621  |
        399.2757  |     5 | 1.27e+05   | C    |  208392.258   -   233430.53   | 2s2.2p2.(3P).3p   | 4P*   | 3/2  | 2s2.2p2.(3P).3d    | 2P    | 3/2  |   4 - 4   |    |       T6172 |        L10621  |
        400.7462  |     7 |            |      |  208484.202   -   233430.53   | 2s2.2p2.(3P).3p   | 4P*   | 5/2  | 2s2.2p2.(3P).3d    | 2P    | 3/2  |   6 - 4   |    |             |        L10621  |
        402.3858  |     5 |            |      |  251222.19    -   276066.88   | 2s2.2p2.(1D).3d   | 2F    | 7/2  | 2s2.2p2.(1D).4f D  | 2[2]* | 5/2  |   8 - 6   |    |             |        L10621  |
        402.6312  |     5 |            |      |  231296.126   -   256125.785  | 2s2.2p2.(3P).3d   | 4F    | 3/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 5/2  |   4 - 6   |    |             |        L10621  |
        403.2248  |     7 |            |      |  231350.087   -   256143.187  | 2s2.2p2.(3P).3d   | 4F    | 5/2  | 2s2.2p2.(3P).4f F  | 2[4]* | 7/2  |   6 - 8   |    |             |        L10621  |
        403.2483  |     5 |            |      |  231296.126   -   256087.746  | 2s2.2p2.(3P).3d   | 4F    | 3/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 5/2  |   4 - 6   |    |             |        L10621  |
        403.3155  |     8 |            |      |  231296.126   -   256083.604  | 2s2.2p2.(3P).3d   | 4F    | 3/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 3/2  |   4 - 4   |    |             |        L10621  |
        403.5068  |     9 |            |      |  231350.087   -   256125.785  | 2s2.2p2.(3P).3d   | 4F    | 5/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 5/2  |   6 - 6   |    |             |        L10621  |
        403.5461  |   6bl |            |      |  231350.087   -   256123.231  | 2s2.2p2.(3P).3d   | 4F    | 5/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 7/2  |   6 - 8   |    |             |        L10621  |
        404.1289  |     9 |            |      |  231350.087   -   256087.746  | 2s2.2p2.(3P).3d   | 4F    | 5/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 5/2  |   6 - 6   |    |             |        L10621  |
        404.1951  |     7 |            |      |  231350.087   -   256083.604  | 2s2.2p2.(3P).3d   | 4F    | 5/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 3/2  |   6 - 4   |    |             |        L10621  |
        404.4942  |     8 |            |      |  231427.970   -   256143.187  | 2s2.2p2.(3P).3d   | 4F    | 7/2  | 2s2.2p2.(3P).4f F  | 2[4]* | 7/2  |   8 - 8   |    |             |        L10621  |
        404.6113  |     7 |            |      |  231427.970   -   256136.036  | 2s2.2p2.(3P).3d   | 4F    | 7/2  | 2s2.2p2.(3P).4f F  | 2[4]* | 9/2  |   8 - 10  |    |             |        L10621  |
        404.7799  |     6 |            |      |  231427.970   -   256125.785  | 2s2.2p2.(3P).3d   | 4F    | 7/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 5/2  |   8 - 6   |    |             |        L10621  |
        404.8214  |    11 |            |      |  231427.970   -   256123.231  | 2s2.2p2.(3P).3d   | 4F    | 7/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 7/2  |   8 - 8   |    |             |        L10621  |
        405.4081  |    9* |            |      |  231427.970   -   256087.746  | 2s2.2p2.(3P).3d   | 4F    | 7/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 5/2  |   8 - 6   |    |             |        L10621  |
        405.4081  |    9* |            |      |  251222.19    -   275881.65   | 2s2.2p2.(1D).3d   | 2F    | 7/2  | 2s2.2p2.(1D).4f F  | 2[3]* | 7/2  |   8 - 8   |    |             |        L10621  |
        405.4081  |    9* |            |      |  251222.19    -   275881.65   | 2s2.2p2.(1D).3d   | 2F    | 7/2  | 2s2.2p2.(1D).4f F  | 2[3]* | 5/2  |   8 - 6   |    |             |        L10621  |
        405.4528  |    8* |            |      |  251224.79    -   275881.65   | 2s2.2p2.(1D).3d   | 2F    | 5/2  | 2s2.2p2.(1D).4f F  | 2[3]* | 7/2  |   6 - 8   |    |             |        L10621  |
        405.4528  |    8* |            |      |  251224.79    -   275881.65   | 2s2.2p2.(1D).3d   | 2F    | 5/2  | 2s2.2p2.(1D).4f F  | 2[3]* | 5/2  |   6 - 6   |    |             |        L10621  |
        406.0599  |   13* |            |      |  251222.19    -   275842.14   | 2s2.2p2.(1D).3d   | 2F    | 7/2  | 2s2.2p2.(1D).4f G  | 2[4]* | 9/2  |   8 - 10  |    |             |        L10621  |
        406.0599  |   13* |            |      |  251222.19    -   275842.14   | 2s2.2p2.(1D).3d   | 2F    | 7/2  | 2s2.2p2.(1D).4f G  | 2[4]* | 7/2  |   8 - 8   |    |             |        L10621  |
        406.1028  |    12 |            |      |  251224.79    -   275842.14   | 2s2.2p2.(1D).3d   | 2F    | 5/2  | 2s2.2p2.(1D).4f G  | 2[4]* | 7/2  |   6 - 8   |    |             |        L10621  |
        406.2936  |    14 |            |      |  231530.246   -   256136.036  | 2s2.2p2.(3P).3d   | 4F    | 9/2  | 2s2.2p2.(3P).4f F  | 2[4]* | 9/2  |  10 - 10  |    |             |        L10621  |
        406.5044  |     7 |            |      |  231530.246   -   256123.231  | 2s2.2p2.(3P).3d   | 4F    | 9/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 7/2  |  10 - 8   |    |             |        L10621  |
        406.9623  |    20 | 1.42e+08   | B+   |  206730.762   -   231296.126  | 2s2.2p2.(3P).3p   | 4D*   | 1/2  | 2s2.2p2.(3P).3d    | 4F    | 3/2  |   2 - 4   |    | T6172,T6632 |        L10621  |
        406.9886  |    21 | 1.48e+08   | B+   |  206786.286   -   231350.087  | 2s2.2p2.(3P).3p   | 4D*   | 3/2  | 2s2.2p2.(3P).3d    | 4F    | 5/2  |   4 - 6   |    | T6172,T6632 |        L10621  |
        407.1233  |    14 |            |      |  231427.970   -   255983.584  | 2s2.2p2.(3P).3d   | 4F    | 7/2  | 2s2.2p2.(3P).4f G  | 2[5]* | 9/2  |   8 - 10  |    |             |        L10621  |
        407.2157  |    23 | 1.79e+08   | B+   |  206877.865   -   231427.970  | 2s2.2p2.(3P).3p   | 4D*   | 5/2  | 2s2.2p2.(3P).3d    | 4F    | 7/2  |   6 - 8   |    | T6172,T6632 |        L10621  |
        407.5862  |    24 | 1.98e+08   | B+   |  207002.482   -   231530.246  | 2s2.2p2.(3P).3p   | 4D*   | 7/2  | 2s2.2p2.(3P).3d    | 4F    | 9/2  |   8 - 10  |    | T6172,T6632 |        L10621  |
        407.7715  |     6 |            |      |  231296.126   -   255812.728  | 2s2.2p2.(3P).3d   | 4F    | 3/2  | 2s2.2p2.(3P).4f D  | 2[2]* | 3/2  |   4 - 4   |    |             |        L10621  |
        407.8842  |    17 | 5.21e+07   | B+   |  206786.286   -   231296.126  | 2s2.2p2.(3P).3p   | 4D*   | 3/2  | 2s2.2p2.(3P).3d    | 4F    | 3/2  |   4 - 4   |    | T6172,T6632 |        L10621  |
        408.3895  |    15 |            |      |  231350.087   -   255829.58   | 2s2.2p2.(3P).3d   | 4F    | 5/2  | 2s2.2p2.(3P).4f G  | 2[4]* | 7/2  |   6 - 8   |    |             |        L10621  |
